SP_1.csv,SP_10.csv,SP_11.csv,SP_12.csv,SP_13.csv,SP_2.csv,SP_3.csv,SP_4.csv,SP_5.csv,SP_6.csv,SP_7.csv,SP_8.csv,SP_9.csv
8167.5000,6239.0000,7874.0000,6750.0000,5828.5000,5935.5000,5321.0000,5001.5000,4785.0000,7167.0000,6298.0000,5409.5000,6037.0000
8111.0000,6167.0000,7922.0000,6716.0000,5844.5000,5976.5000,5304.0000,4926.5000,4713.5000,7049.0000,6272.5000,5440.5000,5966.5000
8059.5000,6176.0000,7780.5000,6702.0000,5838.5000,5961.5000,5267.5000,4834.0000,4719.5000,7133.5000,6249.0000,5417.0000,5998.5000
8027.5000,6239.0000,7774.0000,6685.0000,5767.5000,5904.0000,5222.5000,4986.5000,4713.5000,7105.5000,6232.5000,5419.5000,5960.0000
8019.5000,6127.0000,7776.5000,6599.0000,5745.5000,5883.0000,5264.0000,4970.0000,4713.0000,7008.0000,6163.5000,5359.5000,5928.5000
7992.5000,6159.5000,7753.5000,6628.5000,5689.0000,5813.5000,5198.0000,4929.0000,4688.5000,7057.5000,6134.5000,5421.0000,5912.5000
7953.0000,6110.0000,7759.0000,6538.0000,5734.0000,5845.0000,5196.0000,4949.0000,4690.0000,6982.5000,6133.5000,5364.0000,5900.5000
7931.5000,6047.0000,7658.5000,6545.5000,5687.0000,5867.0000,5186.0000,4804.0000,4663.0000,6906.0000,6119.0000,5301.5000,5837.5000
7964.0000,6095.5000,7684.0000,6509.5000,5731.0000,5791.5000,5177.0000,4883.5000,4625.0000,6945.0000,6130.0000,5313.5000,5837.5000
7967.5000,6075.0000,7711.0000,6612.5000,5712.0000,5801.0000,5188.5000,4874.5000,4639.5000,6903.5000,6122.5000,5335.0000,5854.5000
7892.0000,6093.0000,7645.5000,6561.0000,5667.0000,5858.5000,5193.0000,4898.0000,4617.0000,6903.0000,6093.5000,5320.0000,5873.0000
7950.0000,6082.5000,7640.5000,6538.5000,5642.5000,5841.5000,5109.0000,4883.5000,4679.5000,6938.5000,6130.5000,5284.0000,5793.5000
7897.5000,5991.5000,7593.0000,6547.0000,5626.5000,5832.5000,5150.5000,4860.5000,4649.0000,6855.5000,6097.5000,5308.5000,5794.0000
7808.5000,5995.5000,7581.0000,6462.5000,5665.5000,5795.5000,5184.5000,4843.5000,4647.0000,6873.5000,6051.5000,5266.0000,5776.0000
7817.5000,5940.0000,7527.5000,6496.5000,5600.0000,5737.5000,5107.5000,4823.0000,4607.0000,6863.5000,6029.0000,5194.5000,5738.0000
7756.0000,5926.0000,7459.0000,6468.5000,5524.0000,5698.5000,5080.0000,4790.0000,4528.5000,6822.0000,5988.5000,5263.0000,5736.5000
7674.5000,5888.5000,7505.0000,6452.0000,5533.5000,5694.5000,5055.5000,4731.5000,4504.0000,6746.5000,5959.0000,5179.0000,5709.0000
7738.5000,5954.0000,7515.0000,6378.5000,5540.5000,5753.0000,5088.0000,4719.0000,4566.0000,6764.5000,5943.0000,5197.0000,5728.0000
7757.5000,5911.0000,7477.0000,6410.5000,5584.0000,5673.5000,5000.5000,4744.0000,4522.0000,6798.0000,5956.0000,5124.0000,5673.0000
7764.0000,5967.5000,7544.5000,6436.0000,5586.5000,5722.0000,5028.0000,4735.0000,4600.0000,6783.5000,5933.0000,5172.5000,5719.0000
7681.5000,5907.5000,7457.0000,6306.0000,5533.0000,5653.0000,5059.5000,4743.5000,4529.5000,6717.0000,5907.0000,5109.5000,5685.0000
7662.5000,5888.5000,7459.5000,6378.0000,5548.0000,5609.5000,4999.5000,4738.0000,4541.0000,6751.5000,5943.0000,5136.5000,5715.0000
7647.5000,5872.0000,7439.5000,6267.0000,5466.5000,5604.5000,4991.5000,4648.0000,4475.0000,6653.5000,5851.5000,5091.5000,5609.0000
7637.0000,5877.0000,7422.5000,6327.0000,5463.5000,5620.5000,5016.0000,4695.0000,4517.5000,6636.0000,5943.5000,5078.5000,5630.5000
7668.0000,5784.5000,7389.0000,6255.5000,5486.5000,5575.0000,4996.5000,4597.0000,4496.0000,6663.5000,5850.5000,5172.5000,5569.5000
7584.5000,5765.0000,7412.0000,6312.0000,5434.0000,5613.0000,4960.0000,4674.5000,4489.0000,6591.0000,5822.0000,5060.5000,5562.5000
7525.0000,5812.5000,7316.0000,6249.0000,5449.0000,5533.0000,4876.0000,4633.5000,4428.0000,6578.5000,5880.5000,5062.5000,5564.0000
7565.5000,5783.0000,7378.5000,6236.5000,5455.0000,5603.5000,4979.5000,4690.5000,4478.5000,6623.0000,5811.0000,5109.0000,5590.0000
7586.0000,5823.5000,7318.0000,6228.5000,5394.0000,5501.5000,4944.0000,4587.5000,4448.0000,6568.5000,5845.0000,5084.0000,5651.5000
7595.5000,5779.5000,7305.0000,6237.0000,5404.5000,5574.0000,4905.5000,4595.0000,4411.5000,6595.5000,5789.5000,5054.0000,5498.5000
7497.5000,5760.5000,7368.0000,6198.5000,5373.5000,5514.0000,4925.5000,4632.5000,4403.5000,6600.0000,5702.5000,5022.5000,5568.5000
7467.5000,5709.0000,7249.0000,6178.0000,5311.5000,5511.5000,4878.0000,4612.0000,4394.0000,6534.5000,5774.5000,5047.0000,5532.0000
7484.0000,5708.5000,7205.5000,6141.5000,5338.0000,5464.0000,4848.5000,4607.0000,4398.0000,6528.5000,5720.5000,5022.0000,5500.5000
7405.5000,5714.0000,7168.5000,6125.0000,5346.5000,5404.5000,4864.0000,4560.5000,4398.0000,6451.5000,5727.5000,4991.5000,5454.0000
7365.0000,5554.0000,7145.0000,6109.0000,5203.5000,5414.0000,4839.0000,4486.5000,4270.5000,6414.0000,5649.5000,4936.5000,5410.0000
7342.0000,5584.0000,7173.0000,5988.5000,5297.0000,5469.0000,4778.5000,4525.5000,4365.0000,6446.0000,5632.5000,4883.0000,5497.5000
7343.5000,5615.5000,7146.0000,6087.0000,5243.5000,5385.5000,4805.0000,4490.0000,4318.5000,6380.0000,5631.5000,4955.0000,5393.5000
7329.5000,5585.0000,7124.0000,6055.0000,5242.5000,5368.5000,4818.5000,4475.5000,4285.0000,6380.0000,5656.5000,4902.0000,5410.0000
7269.0000,5556.0000,7062.5000,5972.0000,5131.0000,5327.0000,4773.0000,4507.0000,4313.0000,6308.0000,5579.5000,4832.0000,5377.0000
7258.0000,5535.0000,7028.5000,5967.5000,5166.0000,5320.0000,4716.0000,4473.0000,4261.0000,6296.0000,5493.0000,4800.0000,5296.5000
7266.5000,5533.5000,6989.0000,5934.5000,5190.5000,5312.0000,4741.0000,4447.0000,4304.0000,6310.5000,5587.5000,4854.0000,5251.0000
7161.5000,5500.0000,6967.0000,5905.0000,5101.5000,5224.5000,4675.5000,4412.0000,4210.5000,6184.0000,5523.5000,4806.5000,5306.5000
7206.0000,5481.0000,6988.0000,5921.5000,5128.5000,5299.0000,4691.5000,4382.5000,4242.5000,6276.0000,5490.0000,4811.5000,5342.5000
7085.5000,5443.0000,6944.5000,5862.0000,5077.5000,5205.0000,4625.0000,4403.5000,4151.5000,6237.0000,5491.5000,4733.0000,5282.5000
7190.0000,5519.0000,6879.0000,5910.0000,5100.5000,5266.0000,4746.5000,4396.5000,4249.0000,6217.0000,5542.0000,4761.0000,5258.5000
7043.5000,5475.5000,6875.0000,5795.5000,5038.5000,5229.5000,4642.0000,4342.0000,4098.5000,6198.5000,5469.0000,4705.5000,5219.0000
7085.5000,5420.0000,6862.0000,5781.5000,5030.5000,5198.0000,4653.5000,4332.5000,4223.5000,6216.5000,5417.5000,4734.0000,5238.0000
7133.0000,5395.0000,6892.0000,5783.0000,5086.0000,5221.0000,4666.0000,4336.0000,4159.0000,6144.5000,5411.0000,4711.0000,5157.0000
7067.5000,5391.0000,6851.0000,5823.5000,5050.5000,5208.5000,4632.0000,4310.5000,4112.5000,6216.0000,5401.5000,4738.0000,5191.0000
7039.0000,5429.0000,6885.5000,5864.5000,5050.5000,5142.0000,4551.0000,4382.0000,4154.5000,6141.5000,5408.0000,4704.5000,5224.5000
7087.5000,5343.0000,6788.5000,5846.5000,5055.0000,5192.5000,4578.0000,4320.5000,4217.0000,6181.5000,5401.0000,4743.5000,5213.5000
7051.5000,5349.0000,6817.5000,5713.5000,4951.5000,5161.5000,4566.5000,4281.5000,4133.0000,6089.5000,5376.5000,4637.5000,5162.5000
7012.0000,5305.0000,6797.0000,5732.0000,4988.0000,5146.0000,4568.5000,4268.0000,4092.0000,6103.0000,5329.5000,4632.0000,5074.0000
6929.0000,5305.5000,6711.5000,5706.0000,4988.0000,5160.0000,4581.0000,4304.5000,4114.5000,6073.0000,5391.5000,4666.5000,5212.0000
6952.5000,5330.0000,6658.0000,5744.5000,4971.5000,5101.0000,4564.5000,4272.5000,4095.5000,6030.0000,5352.0000,4667.0000,5127.0000
6870.0000,5198.5000,6700.0000,5626.5000,4899.0000,5102.0000,4490.0000,4184.0000,4051.5000,6019.0000,5290.5000,4548.5000,5068.0000
6885.5000,5260.5000,6643.0000,5681.5000,4911.0000,5019.5000,4490.0000,4243.5000,4042.5000,5972.5000,5293.0000,4599.5000,5101.0000
6904.5000,5243.0000,6652.5000,5638.0000,4910.5000,5071.5000,4481.0000,4206.5000,4039.5000,5956.0000,5271.5000,4581.5000,5076.5000
6854.5000,5158.5000,6581.5000,5584.5000,4909.0000,5052.0000,4437.0000,4236.0000,4022.5000,5938.5000,5276.5000,4498.5000,5013.5000
6855.5000,5222.5000,6598.0000,5576.5000,4821.5000,5088.0000,4445.5000,4149.0000,3980.0000,5936.5000,5171.0000,4583.5000,5003.0000
6803.0000,5233.0000,6574.0000,5621.0000,4870.0000,4943.0000,4422.0000,4200.5000,3978.0000,5951.0000,5245.5000,4506.5000,5047.5000
6823.5000,5224.5000,6627.5000,5664.0000,4886.5000,5030.5000,4506.5000,4241.0000,4022.5000,5909.5000,5270.5000,4580.0000,5014.0000
6750.0000,5171.5000,6508.5000,5554.5000,4837.0000,4951.0000,4486.5000,4136.5000,3995.0000,5843.5000,5199.5000,4512.0000,4988.0000
6768.5000,5141.0000,6533.5000,5497.5000,4799.0000,4944.5000,4401.5000,4150.5000,3993.0000,5846.0000,5149.0000,4399.0000,4892.5000
6766.5000,5150.5000,6453.5000,5547.5000,4861.5000,4933.5000,4382.5000,4124.0000,3934.0000,5829.5000,5154.5000,4467.0000,4967.5000
6710.5000,5153.5000,6617.5000,5559.5000,4827.5000,5003.5000,4372.0000,4136.5000,3961.0000,5916.5000,5200.5000,4517.5000,4953.0000
6685.5000,5135.5000,6486.0000,5522.0000,4739.5000,4949.5000,4385.0000,4118.5000,3866.0000,5844.0000,5149.5000,4446.0000,4911.0000
6684.0000,5048.5000,6430.5000,5530.0000,4771.5000,4949.0000,4330.5000,4186.5000,3933.0000,5799.0000,5135.0000,4463.0000,4975.0000
6672.5000,5054.0000,6471.0000,5407.0000,4709.5000,4864.0000,4299.0000,4047.0000,3901.5000,5797.0000,5088.5000,4381.0000,4892.5000
6691.0000,5060.5000,6454.0000,5424.0000,4755.0000,4920.0000,4346.5000,4097.0000,3889.5000,5727.5000,5080.5000,4404.0000,4834.5000
6530.0000,5030.5000,6404.0000,5402.0000,4743.5000,4850.5000,4259.0000,4004.5000,3848.5000,5724.0000,5038.5000,4408.5000,4852.0000
6660.5000,5058.5000,6403.5000,5451.0000,4716.0000,4871.0000,4305.0000,4059.0000,3931.0000,5784.5000,5081.0000,4402.0000,4909.0000
6664.5000,5082.0000,6386.5000,5449.0000,4735.5000,4858.5000,4330.5000,4054.0000,3877.0000,5745.0000,5024.5000,4392.5000,4893.0000
6551.0000,5058.0000,6375.0000,5449.5000,4691.5000,4852.5000,4316.5000,4049.0000,3902.0000,5733.5000,5029.0000,4405.0000,4834.0000
6529.0000,5046.5000,6325.0000,5381.0000,4655.0000,4811.5000,4252.5000,3990.0000,3808.5000,5678.0000,5013.5000,4344.5000,4816.5000
6595.0000,4980.0000,6372.0000,5353.0000,4698.0000,4821.0000,4247.5000,4014.0000,3866.5000,5683.5000,5034.0000,4342.0000,4892.0000
6594.0000,5011.0000,6285.5000,5339.5000,4649.5000,4773.0000,4252.5000,3962.0000,3810.5000,5652.0000,5006.5000,4331.0000,4788.5000
6535.5000,4947.0000,6233.5000,5392.0000,4632.5000,4784.0000,4259.0000,4033.0000,3813.5000,5690.0000,5001.0000,4355.5000,4834.5000
6492.5000,4950.5000,6341.0000,5345.0000,4629.0000,4732.5000,4248.0000,4009.5000,3779.0000,5666.0000,4980.0000,4314.0000,4723.0000
6557.5000,4944.5000,6210.0000,5319.5000,4636.5000,4750.5000,4187.5000,4037.0000,3816.5000,5673.0000,4931.5000,4320.5000,4759.0000
6450.0000,4895.0000,6240.5000,5254.5000,4601.0000,4718.0000,4229.0000,3989.5000,3822.0000,5595.5000,4916.0000,4330.0000,4746.0000
6381.0000,4871.5000,6261.0000,5299.0000,4621.5000,4743.0000,4158.0000,3967.0000,3802.5000,5603.5000,4916.0000,4272.0000,4686.0000
6436.5000,4917.5000,6169.0000,5317.0000,4563.0000,4654.5000,4226.0000,3941.0000,3749.0000,5641.5000,4890.5000,4294.0000,4727.0000
6370.5000,4833.5000,6181.0000,5236.5000,4542.0000,4629.0000,4168.5000,3898.0000,3736.0000,5526.0000,4888.5000,4177.0000,4676.5000
6293.0000,4822.0000,6187.5000,5235.5000,4437.5000,4677.5000,4191.5000,3887.0000,3727.0000,5495.0000,4907.5000,4248.5000,4647.5000
6313.0000,4846.5000,6200.5000,5180.0000,4481.0000,4566.5000,4114.0000,3890.0000,3654.0000,5528.5000,4897.5000,4193.0000,4639.0000
6233.0000,4824.5000,6174.5000,5142.5000,4490.5000,4642.0000,4098.0000,3851.0000,3673.5000,5450.0000,4822.5000,4155.5000,4588.0000
6291.5000,4728.5000,6084.0000,5175.0000,4415.0000,4622.5000,4125.5000,3869.0000,3608.5000,5452.0000,4785.0000,4155.5000,4550.5000
6243.0000,4762.0000,6057.5000,5169.5000,4450.0000,4583.0000,4128.0000,3816.5000,3703.5000,5398.0000,4829.0000,4168.5000,4615.5000
6271.0000,4797.5000,6089.0000,5109.5000,4459.5000,4603.0000,4057.0000,3897.0000,3660.0000,5432.5000,4754.5000,4212.0000,4559.5000
6269.5000,4772.5000,6038.5000,5092.0000,4466.0000,4603.5000,4088.0000,3875.5000,3665.5000,5423.0000,4760.0000,4093.5000,4550.5000
6249.5000,4756.0000,5991.5000,5049.5000,4363.5000,4572.5000,4054.0000,3812.5000,3614.0000,5346.5000,4746.5000,4128.5000,4486.0000
6218.0000,4732.0000,6015.0000,5115.5000,4393.0000,4595.5000,4057.0000,3804.5000,3695.0000,5354.0000,4682.0000,4147.0000,4617.0000
6086.5000,4703.0000,5923.5000,5050.0000,4393.0000,4523.5000,3979.0000,3777.0000,3648.5000,5381.0000,4712.5000,4080.0000,4516.5000
6149.5000,4635.5000,5939.0000,5074.0000,4392.5000,4460.5000,4001.5000,3780.0000,3617.0000,5323.5000,4705.0000,4079.0000,4472.5000
6008.0000,4641.5000,5858.0000,4983.5000,4372.0000,4463.0000,3980.5000,3761.5000,3585.0000,5235.5000,4641.5000,4069.0000,4445.0000
6049.5000,4610.5000,5904.5000,4949.0000,4282.0000,4460.5000,3911.0000,3790.5000,3585.5000,5275.5000,4657.0000,4040.5000,4437.0000
6047.5000,4606.5000,5817.5000,4930.5000,4341.5000,4432.5000,3962.0000,3710.0000,3543.5000,5249.0000,4576.0000,3950.0000,4436.5000
6033.5000,4600.5000,5836.5000,4950.0000,4335.5000,4449.0000,3923.0000,3722.0000,3507.0000,5253.5000,4640.0000,3929.5000,4430.5000
6037.5000,4617.5000,5773.0000,4931.0000,4312.0000,4416.5000,3974.5000,3673.5000,3462.0000,5187.0000,4611.5000,3977.5000,4355.5000
6019.0000,4640.0000,5800.0000,4962.0000,4292.0000,4372.0000,3932.0000,3676.5000,3516.5000,5235.5000,4571.0000,3975.5000,4403.5000
6036.0000,4662.5000,5851.0000,4973.0000,4280.0000,4420.0000,3885.0000,3674.0000,3510.5000,5236.0000,4567.0000,3968.0000,4349.0000
5976.5000,4515.5000,5761.0000,4878.0000,4217.0000,4401.5000,3880.0000,3655.5000,3486.5000,5166.0000,4581.0000,3902.5000,4342.0000
5866.5000,4506.0000,5786.0000,4892.0000,4240.0000,4403.5000,3881.0000,3582.0000,3509.0000,5098.0000,4516.0000,3935.0000,4306.0000
5910.5000,4530.5000,5739.0000,4866.5000,4225.0000,4353.0000,3832.5000,3664.5000,3474.0000,5131.5000,4521.0000,3974.5000,4371.0000
5875.5000,4464.0000,5716.5000,4817.5000,4196.5000,4320.0000,3854.0000,3639.5000,3461.5000,5036.5000,4525.5000,3902.0000,4328.5000
5901.0000,4485.0000,5637.0000,4876.0000,4201.0000,4342.5000,3845.5000,3620.0000,3426.0000,5056.5000,4504.0000,3865.5000,4254.0000
5882.5000,4502.0000,5671.5000,4940.0000,4205.5000,4302.0000,3877.5000,3669.5000,3469.0000,5126.5000,4516.5000,3898.0000,4365.0000
5830.5000,4476.5000,5600.5000,4782.5000,4150.5000,4266.0000,3804.5000,3599.5000,3450.0000,4996.5000,4450.0000,3841.0000,4325.5000
5793.0000,4427.0000,5708.0000,4778.0000,4125.0000,4254.0000,3816.0000,3570.0000,3348.5000,5023.5000,4491.5000,3853.0000,4250.0000
5827.5000,4433.0000,5573.5000,4724.0000,4139.5000,4291.5000,3783.5000,3539.0000,3394.0000,4988.0000,4423.5000,3882.5000,4198.0000
5783.5000,4448.5000,5668.5000,4794.5000,4177.5000,4316.5000,3801.0000,3574.0000,3446.0000,5043.0000,4427.5000,3895.0000,4242.0000
5719.5000,4409.5000,5531.5000,4769.0000,4081.0000,4238.5000,3782.0000,3528.5000,3337.0000,4955.0000,4353.0000,3784.5000,4201.0000
5704.5000,4371.0000,5508.0000,4702.5000,4046.5000,4198.0000,3740.0000,3479.5000,3340.5000,4941.5000,4360.0000,3802.0000,4228.0000
5660.5000,4350.0000,5512.5000,4683.0000,4044.5000,4171.0000,3725.0000,3496.0000,3309.5000,4912.5000,4353.0000,3788.0000,4222.0000
5704.5000,4334.0000,5494.0000,4620.5000,4088.5000,4244.5000,3726.0000,3460.5000,3340.0000,4956.5000,4338.5000,3783.0000,4175.5000
5689.0000,4361.5000,5547.0000,4698.5000,4096.0000,4226.5000,3795.5000,3529.5000,3372.5000,4954.0000,4372.5000,3800.0000,4155.0000
5710.0000,4390.5000,5531.5000,4690.0000,4056.0000,4220.5000,3771.0000,3521.5000,3396.0000,4918.0000,4368.0000,3831.0000,4193.5000
5636.5000,4327.5000,5472.0000,4676.0000,4076.5000,4146.5000,3702.5000,3455.5000,3333.5000,4898.0000,4300.5000,3791.5000,4163.5000
5602.0000,4302.0000,5490.0000,4653.0000,4027.0000,4165.5000,3696.5000,3423.0000,3295.5000,4882.5000,4238.5000,3742.0000,4091.5000
5615.0000,4255.0000,5420.5000,4549.5000,3972.5000,4112.0000,3675.5000,3457.0000,3236.5000,4820.0000,4216.5000,3690.5000,4091.0000
5577.5000,4275.5000,5374.0000,4604.0000,3987.0000,4088.0000,3697.0000,3383.5000,3273.5000,4784.5000,4282.0000,3756.5000,4077.0000
5531.0000,4288.5000,5418.0000,4540.5000,3973.0000,4096.0000,3637.0000,3410.5000,3229.5000,4813.0000,4232.0000,3713.0000,4090.0000
5496.0000,4252.0000,5303.5000,4569.5000,3902.0000,4085.5000,3629.0000,3419.0000,3232.0000,4803.0000,4181.0000,3663.5000,4034.5000
5473.5000,4177.5000,5337.0000,4518.0000,3881.5000,4041.5000,3601.5000,3396.5000,3249.0000,4703.0000,4204.0000,3639.5000,4009.5000
5452.5000,4184.5000,5255.0000,4484.0000,3912.5000,3977.5000,3577.5000,3335.0000,3203.5000,4717.0000,4156.0000,3594.5000,4024.5000
5447.0000,4191.5000,5361.0000,4460.5000,3883.5000,4044.5000,3597.5000,3365.0000,3212.0000,4712.5000,4163.5000,3619.5000,4026.5000
5395.5000,4103.5000,5265.0000,4421.5000,3844.0000,4005.0000,3505.0000,3318.5000,3196.5000,4651.0000,4142.0000,3585.0000,3968.5000
5445.5000,4200.0000,5355.5000,4503.0000,3941.5000,4013.5000,3602.0000,3361.5000,3269.5000,4719.0000,4196.5000,3597.0000,4026.5000
5494.5000,4225.0000,5279.0000,4510.0000,3925.0000,4051.5000,3609.5000,3388.5000,3226.0000,4757.5000,4204.0000,3660.5000,4018.5000
5412.5000,4187.0000,5263.0000,4486.0000,3814.5000,3966.5000,3501.5000,3351.5000,3189.0000,4679.5000,4112.0000,3616.0000,3970.5000
5435.0000,4140.5000,5198.5000,4429.0000,3850.5000,3996.5000,3583.0000,3319.5000,3170.5000,4603.5000,4148.5000,3585.0000,3940.5000
5391.5000,4094.0000,5265.5000,4408.0000,3888.5000,3993.0000,3525.0000,3317.5000,3192.5000,4680.5000,4132.0000,3643.5000,4012.0000
5440.0000,4172.0000,5256.5000,4439.5000,3875.5000,4009.5000,3522.5000,3330.0000,3180.0000,4668.5000,4127.0000,3595.5000,4014.0000
5402.0000,4145.5000,5277.5000,4473.5000,3840.0000,4023.5000,3554.0000,3345.5000,3167.5000,4659.5000,4123.5000,3539.5000,3979.0000
5337.0000,4089.0000,5132.5000,4374.0000,3780.0000,3951.0000,3514.0000,3326.5000,3144.0000,4638.5000,4067.0000,3552.5000,3920.0000
5300.5000,4070.0000,5200.0000,4361.0000,3810.0000,3923.0000,3506.5000,3324.5000,3125.5000,4646.0000,4047.5000,3555.0000,3915.0000
5319.5000,4062.5000,5085.0000,4333.5000,3742.0000,3928.0000,3479.5000,3231.5000,3130.5000,4598.5000,4046.5000,3489.0000,3846.0000
5283.5000,4035.5000,5197.5000,4329.0000,3803.0000,3884.0000,3514.5000,3266.5000,3137.0000,4517.0000,4031.0000,3472.5000,3903.0000
5216.5000,4009.0000,5127.5000,4327.0000,3782.0000,3898.5000,3429.0000,3214.0000,3118.0000,4554.5000,3998.5000,3489.5000,3910.5000
5235.5000,4050.0000,5072.5000,4296.0000,3716.0000,3858.0000,3450.5000,3241.5000,3106.5000,4572.0000,3961.5000,3471.5000,3877.0000
5230.0000,4030.0000,5063.0000,4335.5000,3713.0000,3843.5000,3458.0000,3271.0000,3066.0000,4582.0000,3958.5000,3518.0000,3840.5000
5233.5000,3997.0000,5058.0000,4279.0000,3766.0000,3832.5000,3420.5000,3233.0000,3044.0000,4465.0000,4015.5000,3508.5000,3881.0000
5254.5000,4010.0000,5095.5000,4305.0000,3730.5000,3863.0000,3464.5000,3227.5000,3082.0000,4530.5000,3977.0000,3466.0000,3870.0000
5225.5000,4027.0000,5057.5000,4309.5000,3755.0000,3863.5000,3444.0000,3232.0000,3107.5000,4542.5000,3985.5000,3483.0000,3801.0000
5205.5000,3990.5000,5075.0000,4319.0000,3715.0000,3853.5000,3422.5000,3235.5000,3061.5000,4495.0000,3988.0000,3497.0000,3873.0000
5238.5000,3987.5000,5059.0000,4318.0000,3743.0000,3769.5000,3410.5000,3197.0000,3046.0000,4480.0000,3996.5000,3400.0000,3790.5000
5180.0000,4005.5000,4975.5000,4256.0000,3672.0000,3801.5000,3339.0000,3168.0000,3033.0000,4486.5000,3989.5000,3425.5000,3816.5000
5207.5000,3942.5000,5010.0000,4261.5000,3664.0000,3847.0000,3409.0000,3194.0000,3091.0000,4469.5000,3976.0000,3384.0000,3777.0000
5162.5000,3894.0000,5030.5000,4203.5000,3659.0000,3808.5000,3386.5000,3169.5000,3025.5000,4449.5000,3938.0000,3417.5000,3770.0000
5189.0000,3933.5000,5020.5000,4237.0000,3709.0000,3837.0000,3368.5000,3209.5000,3064.0000,4466.5000,3979.0000,3467.0000,3834.0000
5211.5000,3945.5000,4965.5000,4196.5000,3653.0000,3753.5000,3410.5000,3175.5000,3010.5000,4429.5000,3912.0000,3388.0000,3779.5000
5113.5000,3951.5000,4931.0000,4180.0000,3620.0000,3756.0000,3352.0000,3177.5000,3031.0000,4420.0000,3859.0000,3376.0000,3733.5000
5136.5000,3936.0000,4997.0000,4222.5000,3625.5000,3786.0000,3381.0000,3181.5000,3031.0000,4457.5000,3835.5000,3392.5000,3764.0000
5081.5000,3916.0000,4983.0000,4183.0000,3687.5000,3786.0000,3379.0000,3123.0000,3049.0000,4469.5000,3922.5000,3388.5000,3829.0000
5105.0000,3921.0000,4967.0000,4212.0000,3677.5000,3824.5000,3332.5000,3167.0000,3028.5000,4411.0000,3909.0000,3399.5000,3760.5000
5170.5000,3875.5000,5022.5000,4240.0000,3673.0000,3811.5000,3395.0000,3196.5000,3051.5000,4443.0000,3904.5000,3421.5000,3772.5000
5095.5000,3863.5000,4901.0000,4165.5000,3638.5000,3713.5000,3286.0000,3147.5000,2979.0000,4425.5000,3796.5000,3321.5000,3731.0000
5122.5000,3957.0000,4940.0000,4225.0000,3594.0000,3756.5000,3426.0000,3172.0000,3026.0000,4417.0000,3858.0000,3349.0000,3774.5000
5050.5000,3870.0000,4979.0000,4189.5000,3609.0000,3766.5000,3384.5000,3184.0000,3019.0000,4333.0000,3857.0000,3410.5000,3734.5000
5073.0000,3883.5000,4939.0000,4156.5000,3598.5000,3713.5000,3358.5000,3174.0000,2989.0000,4363.0000,3880.5000,3373.5000,3756.5000
5101.5000,3897.5000,4933.5000,4164.0000,3580.0000,3725.5000,3361.5000,3119.0000,2970.0000,4432.5000,3880.5000,3337.0000,3752.5000
5042.0000,3865.5000,4801.5000,4136.0000,3609.5000,3768.5000,3315.5000,3144.0000,3005.0000,4411.5000,3839.5000,3279.5000,3693.5000
5052.0000,3849.5000,4842.0000,4145.5000,3534.0000,3708.5000,3346.5000,3088.0000,2940.0000,4311.5000,3848.5000,3325.0000,3679.0000
5012.0000,3845.5000,4825.0000,4130.5000,3541.0000,3668.0000,3281.0000,3073.5000,2964.5000,4311.5000,3770.5000,3313.0000,3690.0000
4991.0000,3810.0000,4855.0000,4052.0000,3566.5000,3664.0000,3267.5000,3082.0000,2951.5000,4337.0000,3817.0000,3322.5000,3632.5000
5011.5000,3769.0000,4842.5000,4069.0000,3548.0000,3705.5000,3281.0000,3046.5000,2982.5000,4311.5000,3828.5000,3307.5000,3678.5000
5014.5000,3755.0000,4825.5000,4056.5000,3529.0000,3703.0000,3284.5000,3058.0000,2929.0000,4252.0000,3823.5000,3327.0000,3699.0000
4929.0000,3767.5000,4787.5000,3991.5000,3506.0000,3689.5000,3249.0000,3094.0000,2883.5000,4283.5000,3778.0000,3278.5000,3639.0000
4943.0000,3778.5000,4705.5000,4096.5000,3478.0000,3640.5000,3219.0000,3128.5000,2938.5000,4249.0000,3733.0000,3265.5000,3584.0000
4890.0000,3729.5000,4750.0000,4052.5000,3480.0000,3614.0000,3233.0000,3068.5000,2850.0000,4201.5000,3683.5000,3223.0000,3584.0000
4985.0000,3724.5000,4789.0000,3944.0000,3464.5000,3629.5000,3243.5000,3004.0000,2837.5000,4228.5000,3706.5000,3234.5000,3593.5000
4892.0000,3757.0000,4734.0000,3951.5000,3523.5000,3643.0000,3212.0000,3002.0000,2862.0000,4225.5000,3710.5000,3251.5000,3640.5000
4932.5000,3729.0000,4741.0000,4028.0000,3539.0000,3621.0000,3266.5000,3000.5000,2867.0000,4237.5000,3710.0000,3269.0000,3555.5000
4813.5000,3740.0000,4647.0000,3949.5000,3481.0000,3577.5000,3172.5000,2999.5000,2831.0000,4101.0000,3663.0000,3172.5000,3534.5000
4824.5000,3668.5000,4658.0000,3959.0000,3423.5000,3566.5000,3205.5000,3012.5000,2803.0000,4196.0000,3676.0000,3216.5000,3535.5000
4840.5000,3656.0000,4657.0000,3893.0000,3440.0000,3502.5000,3145.0000,2944.0000,2812.5000,4171.0000,3615.0000,3158.0000,3544.5000
4802.5000,3657.5000,4653.5000,3896.0000,3364.5000,3529.0000,3103.0000,2984.0000,2803.0000,4098.5000,3658.5000,3124.0000,3441.5000
