SP_1.csv,SP_10.csv,SP_11.csv,SP_12.csv,SP_13.csv,SP_2.csv,SP_3.csv,SP_4.csv,SP_5.csv,SP_6.csv,SP_7.csv,SP_8.csv,SP_9.csv
63847.5000,49214.5000,62911.0000,55271.5000,48363.0000,48989.5000,43679.5000,41081.0000,39786.5000,60828.5000,53646.5000,47347.5000,49264.0000
64363.0000,52099.0000,64363.0000,58654.5000,51638.0000,52086.0000,46205.0000,43758.0000,42178.0000,62472.5000,57311.5000,50375.0000,52446.0000
64614.0000,53987.0000,64614.0000,60896.0000,53427.0000,54071.5000,48407.0000,45519.0000,43880.0000,63901.5000,59456.0000,52619.0000,54399.5000
64585.5000,54225.0000,64585.5000,61352.5000,53951.0000,54505.0000,48852.5000,46070.5000,44332.0000,64129.5000,59802.5000,53053.5000,54488.0000
64624.0000,52855.5000,64624.0000,60036.0000,52884.5000,53639.5000,48059.5000,45416.5000,43679.5000,63701.0000,58659.0000,52073.5000,53198.5000
64604.5000,50925.5000,64097.0000,57945.0000,51100.0000,51689.0000,46644.0000,44079.0000,42449.5000,62542.0000,56763.0000,50330.0000,51331.0000
64410.0000,48970.0000,62684.0000,55427.0000,48926.5000,49912.0000,44724.5000,42681.0000,41014.5000,61272.0000,54272.0000,48135.5000,49203.5000
63010.0000,46947.0000,60155.5000,53246.5000,47136.5000,48072.5000,43305.5000,40998.0000,39656.0000,59369.5000,52036.5000,46338.0000,47251.0000
61889.5000,45485.0000,57802.5000,51397.0000,45633.0000,46326.0000,41863.0000,39594.5000,38497.0000,57148.5000,50183.0000,44707.5000,45793.0000
61001.5000,44489.5000,56380.0000,50172.5000,44497.5000,45442.5000,40991.0000,38996.0000,37727.5000,55719.5000,48868.0000,43701.0000,44736.0000
60453.0000,44018.0000,55708.0000,49687.5000,43984.5000,44647.0000,40554.5000,38602.5000,37294.5000,54979.5000,48352.0000,43351.5000,44465.5000
60810.0000,44635.5000,56557.0000,50185.0000,44488.5000,45360.0000,40976.5000,38937.0000,37692.0000,55649.0000,49077.5000,43794.5000,44885.0000
61502.5000,45706.5000,57832.5000,51421.0000,45750.0000,46450.5000,42103.0000,39878.5000,38659.0000,57171.5000,50303.5000,45084.0000,45939.5000
62922.0000,47555.5000,60393.5000,53622.0000,47550.0000,48335.0000,43590.5000,41512.5000,40046.5000,59526.5000,52388.5000,46767.0000,47927.0000
64508.5000,49901.0000,63242.5000,56453.0000,50037.5000,50522.5000,45678.0000,43480.5000,41923.5000,61728.5000,55176.0000,49084.0000,50498.0000
64608.5000,53038.0000,64608.5000,60131.0000,53287.5000,53904.5000,48580.5000,45871.5000,44408.5000,63515.0000,58392.5000,52277.5000,53448.5000
64576.0000,57147.0000,64576.0000,63165.5000,56921.0000,57631.0000,51808.5000,49127.5000,47461.0000,64576.0000,62315.5000,55926.5000,57436.5000
64616.0000,61623.5000,64616.0000,64616.0000,61747.0000,62037.5000,55527.5000,52716.5000,50766.0000,64616.0000,64566.0000,60332.0000,61804.0000
64595.5000,63377.5000,64595.5000,64595.5000,64068.5000,63871.5000,58224.5000,55239.5000,53117.0000,64595.5000,64595.5000,63470.5000,63478.5000
64612.5000,64066.5000,64612.5000,64612.5000,64612.5000,64612.5000,59384.0000,55934.5000,53945.0000,64612.5000,64612.5000,64094.5000,64005.0000
64581.0000,63064.5000,64581.0000,64581.0000,63548.0000,63484.0000,56998.0000,54162.5000,52068.0000,64581.0000,64581.0000,62227.0000,62871.5000
64599.0000,58898.5000,64599.0000,64312.5000,58902.5000,59437.0000,52878.5000,49927.5000,48025.0000,64599.0000,63293.0000,57661.5000,59022.5000
64578.5000,53092.5000,64578.5000,60198.5000,52738.5000,53453.0000,47635.5000,44849.5000,43132.0000,63523.0000,58638.0000,51551.0000,53188.0000
63458.5000,47455.0000,61317.0000,53759.0000,46943.5000,47600.5000,42492.0000,40015.5000,38473.5000,59485.0000,51994.5000,45907.5000,47571.0000
59889.0000,42808.5000,55162.0000,48225.0000,41986.5000,42678.0000,38141.0000,35975.5000,34578.0000,53198.0000,46782.0000,41069.5000,42804.5000
54150.5000,38860.5000,50053.5000,43868.0000,38171.5000,38987.5000,34729.0000,32632.0000,31430.5000,48275.5000,42389.5000,37275.5000,38985.5000
50177.5000,36427.5000,46633.0000,41062.0000,35836.5000,36117.0000,32329.0000,30552.5000,29264.5000,45023.0000,39496.5000,34505.5000,36415.0000
47493.5000,34461.0000,44180.0000,38713.0000,33882.0000,34298.0000,30594.5000,28811.0000,27673.5000,42405.5000,37353.0000,32738.0000,34515.5000
45408.5000,33257.0000,42382.0000,37128.5000,32438.0000,32909.0000,29282.5000,27529.0000,26445.0000,40692.5000,35720.0000,31477.0000,33055.5000
43654.0000,31902.0000,40840.5000,35865.5000,31166.0000,31534.0000,28082.0000,26563.0000,25444.5000,39243.5000,34345.0000,30289.0000,31877.5000
41815.5000,30730.0000,39120.5000,34404.5000,29749.0000,30209.5000,27003.0000,25458.5000,24356.5000,37455.5000,33009.0000,28894.5000,30571.0000
39583.0000,29299.0000,37311.5000,32674.0000,28269.5000,28901.5000,25663.5000,24177.5000,23237.5000,35587.0000,31494.5000,27500.0000,29077.0000
37951.0000,27946.5000,35739.0000,31355.5000,27137.5000,27543.5000,24617.5000,23154.0000,22307.0000,34131.0000,30138.0000,26287.0000,28086.0000
36512.5000,27152.0000,34514.0000,30135.0000,26324.5000,26534.5000,23745.0000,22240.0000,21472.0000,32908.5000,28973.0000,25352.5000,27034.0000
35539.5000,26368.0000,33609.0000,29297.5000,25467.0000,25971.0000,23106.0000,21829.5000,21063.0000,31940.5000,28165.5000,24669.5000,26221.5000
34951.5000,26142.5000,32963.0000,28935.0000,25138.0000,25561.0000,22815.0000,21535.5000,20762.5000,31481.5000,27969.5000,24399.0000,26049.5000
34643.5000,25987.5000,32791.0000,28845.0000,25186.0000,25556.5000,22811.0000,21467.0000,20663.5000,31232.0000,27662.0000,24134.5000,25845.0000
34803.0000,26000.0000,32796.5000,28878.5000,25258.0000,25692.5000,22881.0000,21650.0000,20785.5000,31320.5000,27646.0000,24269.0000,25947.5000
35356.5000,26356.0000,33422.5000,29327.0000,25759.0000,25971.0000,23364.0000,22008.0000,21237.0000,31923.5000,28239.5000,24861.0000,26322.5000
36181.5000,26915.0000,34061.5000,29973.5000,26168.5000,26614.0000,23964.0000,22578.5000,21887.0000,32519.0000,28803.5000,25357.0000,26773.0000
36997.0000,27501.0000,34855.5000,30774.0000,26836.0000,27355.5000,24557.5000,23199.5000,22452.5000,33568.0000,29593.5000,26102.5000,27380.0000
38006.0000,28064.0000,35657.0000,31534.0000,27652.0000,28025.5000,25083.5000,23815.0000,22957.5000,34395.5000,30386.0000,26855.5000,28127.0000
39118.5000,28807.5000,36577.0000,32404.5000,28292.0000,28731.5000,25808.5000,24283.0000,23515.0000,35149.0000,31066.0000,27476.0000,28717.0000
39753.5000,29336.0000,37011.5000,32689.0000,28761.0000,29233.5000,26181.5000,24699.0000,23748.0000,35889.0000,31598.5000,27920.5000,29248.5000
40202.0000,29425.5000,37519.5000,33012.0000,28956.5000,29462.0000,26341.5000,25035.0000,23901.5000,36240.5000,32101.0000,28201.0000,29455.0000
40199.0000,29608.5000,37648.5000,33107.0000,29225.5000,29536.0000,26504.0000,25087.5000,24135.0000,36348.5000,31982.5000,28214.5000,29491.0000
40318.5000,29629.5000,37603.5000,33099.0000,29106.5000,29558.5000,26557.5000,25020.0000,24038.0000,36290.0000,32112.0000,28200.5000,29578.5000
40126.5000,29597.0000,37485.5000,32920.0000,29099.0000,29422.5000,26332.5000,24923.5000,23891.5000,36015.0000,31912.0000,28071.0000,29489.5000
39780.0000,29265.0000,37333.0000,32888.0000,28744.5000,29198.5000,26141.5000,24772.0000,23852.0000,35757.0000,31517.5000,28000.0000,29294.5000
39260.5000,29016.0000,36928.5000,32459.0000,28387.5000,28986.0000,25951.0000,24479.0000,23582.5000,35343.5000,31293.0000,27661.5000,28854.5000
38899.5000,28744.0000,36452.5000,31958.5000,28097.5000,28526.0000,25619.0000,24123.0000,23220.5000,34935.5000,30900.5000,27296.0000,28681.0000
38460.0000,28471.5000,36214.0000,31757.0000,27793.5000,28353.5000,25328.5000,23842.5000,22998.0000,34544.0000,30513.0000,26910.5000,28397.0000
38121.5000,28198.5000,35979.0000,31524.0000,27510.0000,27957.0000,25231.0000,23622.0000,22828.0000,34193.5000,30336.5000,26693.0000,28118.0000
37908.5000,28144.5000,35864.5000,31354.5000,27435.5000,27827.5000,24947.0000,23614.5000,22646.0000,34170.0000,30172.0000,26714.5000,28080.0000
37907.0000,28147.0000,35797.5000,31324.0000,27438.0000,28009.5000,25034.5000,23713.0000,22762.0000,34261.0000,30207.5000,26657.0000,28162.0000
38126.5000,28286.0000,35893.5000,31437.5000,27615.0000,28007.0000,25164.0000,23706.5000,22919.5000,34309.5000,30348.5000,26860.5000,28316.5000
38501.5000,28566.5000,36326.5000,31806.0000,27856.5000,28393.5000,25483.5000,24038.5000,23207.5000,34600.0000,30665.0000,27072.0000,28517.5000
38810.0000,28900.5000,36763.0000,32190.0000,28224.5000,28716.0000,25697.0000,24279.0000,23382.0000,35055.5000,30895.0000,27460.0000,28871.5000
39372.0000,29255.0000,37058.5000,32556.0000,28615.0000,29101.0000,26188.5000,24671.5000,23760.0000,35649.0000,31391.5000,27656.5000,29005.0000
39980.5000,29383.5000,37484.5000,33005.5000,28909.5000,29486.0000,26414.0000,24955.5000,24212.0000,35980.0000,31774.0000,28080.5000,29449.0000
40427.5000,29736.0000,37880.0000,33250.5000,29218.5000,29777.5000,26799.5000,25300.0000,24430.0000,36459.5000,32113.0000,28494.0000,29624.5000
40723.5000,29928.5000,38100.0000,33274.0000,29402.0000,29888.0000,26873.0000,25273.5000,24514.0000,36710.5000,32246.5000,28571.5000,29787.5000
40490.5000,29658.0000,37869.0000,33223.0000,29200.5000,29775.5000,26782.0000,25281.0000,24354.5000,36477.5000,32122.5000,28486.0000,29584.0000
40493.0000,29645.0000,37862.5000,33247.5000,29372.5000,29638.5000,26654.0000,25091.5000,24284.5000,36489.0000,32084.0000,28540.0000,29617.0000
40651.0000,29682.5000,38056.0000,33014.0000,29252.0000,29568.5000,26535.5000,25060.5000,24227.0000,36453.0000,32155.5000,28486.5000,29630.5000
40433.5000,29692.5000,37922.5000,33202.5000,29218.5000,29563.0000,26563.5000,24963.0000,24182.5000,36296.0000,32066.5000,28415.0000,29546.5000
40927.0000,29960.5000,38553.5000,33447.0000,29396.5000,29804.0000,26740.5000,25234.0000,24397.5000,36980.5000,32438.0000,28623.5000,29766.0000
42060.0000,30638.5000,39598.5000,34367.0000,30065.0000,30591.0000,27538.5000,25972.0000,24960.0000,37802.0000,33312.0000,29429.0000,30635.0000
43194.5000,31513.5000,40384.0000,35080.0000,31061.0000,31405.5000,28115.0000,26697.5000,25628.0000,38825.0000,34106.5000,30102.0000,31285.5000
43731.0000,31684.0000,40809.5000,35489.5000,31280.0000,31796.5000,28368.5000,26719.0000,25848.5000,39247.0000,34416.5000,30323.0000,31584.0000
43092.5000,31052.0000,39760.5000,34978.0000,30567.0000,31153.0000,27845.0000,26385.0000,25408.0000,38532.5000,33667.0000,29732.0000,30949.0000
40916.0000,29432.5000,37800.5000,33130.0000,29157.0000,29561.5000,26351.5000,24814.0000,24052.5000,36559.0000,32183.0000,28299.5000,29448.5000
38110.0000,27582.5000,35396.0000,30932.5000,27089.5000,27575.0000,24674.5000,23410.0000,22478.0000,34098.5000,29948.0000,26529.5000,27500.5000
35648.0000,25877.5000,33093.0000,28975.5000,25426.0000,25805.0000,23160.5000,21746.5000,20975.0000,31976.0000,28075.0000,24726.0000,25804.0000
33677.0000,24596.5000,31245.5000,27566.5000,24063.0000,24409.5000,21813.0000,20632.5000,19901.5000,30221.5000,26644.5000,23452.0000,24557.5000
32054.0000,23585.5000,30064.5000,26391.5000,22941.0000,23452.5000,21002.0000,19735.5000,18939.5000,28827.0000,25485.0000,22384.5000,23510.5000
31023.0000,22966.0000,29099.0000,25633.0000,22350.5000,22760.5000,20353.0000,19059.5000,18340.5000,28045.0000,24667.0000,21664.0000,22738.0000
30359.0000,22453.5000,28576.5000,25250.5000,21764.0000,22261.0000,19819.5000,18734.5000,18043.0000,27298.0000,24100.5000,21215.5000,22319.5000
30109.0000,22269.0000,28217.5000,24716.5000,21568.5000,21935.0000,19622.0000,18451.5000,17689.0000,27073.5000,23803.0000,20928.5000,22127.5000
29739.0000,22157.5000,28146.5000,24758.0000,21479.0000,21812.0000,19543.0000,18265.5000,17624.5000,27013.0000,23817.0000,20800.5000,22062.0000
30018.0000,22167.5000,28251.0000,24774.0000,21565.5000,21858.5000,19564.5000,18379.5000,17676.0000,27152.0000,23886.0000,20889.0000,22193.0000
29954.5000,22217.0000,28336.5000,24989.0000,21595.5000,21929.5000,19562.5000,18485.0000,17758.0000,27212.0000,23883.0000,20962.0000,22176.5000
30379.0000,22545.5000,28520.5000,25115.0000,21679.5000,22032.5000,19692.0000,18622.0000,17859.0000,27385.0000,24122.5000,21133.5000,22409.5000
30490.5000,22613.0000,28604.5000,25110.5000,21815.0000,22197.5000,19841.5000,18618.5000,17984.0000,27427.5000,24286.0000,21176.5000,22449.5000
30449.5000,22594.5000,28727.0000,25074.5000,21901.5000,22211.5000,19850.0000,18734.0000,17997.5000,27547.5000,24291.5000,21256.5000,22513.5000
30380.0000,22376.5000,28622.0000,25015.0000,21854.0000,22109.5000,19735.5000,18535.0000,17995.5000,27383.0000,24061.5000,21127.0000,22445.0000
29973.0000,22309.5000,28321.0000,24825.5000,21585.5000,21978.0000,19676.0000,18467.0000,17825.5000,27094.5000,23796.5000,21070.5000,22223.5000
29802.0000,22091.5000,28188.5000,24616.5000,21484.0000,21840.0000,19366.0000,18365.5000,17717.5000,26932.0000,23694.5000,20803.5000,22081.5000
29688.5000,22166.0000,28090.0000,24569.5000,21407.5000,21823.0000,19446.5000,18414.5000,17650.0000,26785.0000,23724.5000,20773.5000,21929.5000
29608.5000,22186.5000,28136.0000,24666.5000,21513.0000,21934.0000,19466.0000,18451.0000,17595.0000,26776.5000,23700.0000,20746.5000,22040.5000
30002.5000,22300.5000,28454.0000,24740.0000,21642.5000,21938.0000,19751.0000,18648.0000,17925.0000,26890.0000,23801.0000,20845.0000,22238.0000
30339.5000,22649.5000,28650.0000,25059.5000,21837.0000,22176.5000,19910.5000,18790.5000,18068.5000,27207.0000,24136.0000,21125.0000,22463.0000
30594.5000,22888.0000,29036.5000,25320.5000,22135.0000,22599.5000,20073.0000,18960.5000,18317.0000,27483.0000,24149.5000,21307.5000,22650.0000
31136.0000,23148.0000,29426.5000,25700.5000,22551.0000,22810.5000,20482.0000,19351.0000,18584.5000,27831.0000,24694.0000,21832.0000,23041.5000
31816.5000,23689.5000,29981.5000,26174.5000,22947.5000,23343.5000,20881.5000,19668.5000,18941.0000,28530.0000,25155.5000,22149.5000,23449.5000
32622.0000,24238.5000,30782.0000,26830.0000,23497.5000,23843.0000,21335.5000,20035.5000,19402.0000,29209.0000,25821.5000,22573.0000,23901.0000
33387.5000,24840.0000,31538.0000,27475.0000,24121.0000,24537.0000,21903.5000,20548.0000,19790.0000,30101.5000,26493.5000,23268.5000,24703.5000
34321.5000,25337.0000,32266.0000,28131.5000,24586.0000,24950.5000,22378.5000,20977.0000,20197.5000,30728.0000,27121.5000,23879.5000,25230.5000
34940.5000,25723.0000,32798.0000,28585.0000,24979.5000,25377.0000,22656.5000,21341.5000,20469.0000,31266.5000,27428.0000,24244.5000,25600.0000
35449.5000,25748.0000,33091.5000,28862.0000,25212.0000,25561.0000,22780.0000,21444.5000,20685.0000,31572.0000,27758.0000,24422.0000,25688.5000
35206.0000,25692.0000,32979.0000,28972.0000,24974.0000,25414.5000,22613.5000,21341.5000,20484.0000,31469.0000,27646.5000,24188.0000,25573.0000
34963.0000,25461.0000,32634.5000,28458.5000,24753.0000,25173.0000,22468.5000,21153.0000,20286.5000,31269.0000,27412.0000,24021.5000,25277.0000
34556.0000,24949.0000,32117.5000,28010.0000,24487.0000,24826.0000,21978.0000,20793.5000,19933.0000,30730.5000,27006.5000,23593.5000,24832.0000
33610.0000,24404.0000,31501.5000,27386.5000,23850.0000,24234.0000,21559.5000,20300.0000,19597.0000,30063.0000,26293.5000,23034.5000,24281.0000
32932.5000,23867.5000,30735.0000,26726.5000,23208.0000,23629.0000,21027.0000,19916.0000,19072.0000,29339.5000,25610.0000,22603.0000,23705.0000
31854.0000,23152.5000,29648.5000,26051.0000,22535.0000,22929.0000,20345.0000,19359.5000,18488.0000,28407.0000,25010.0000,21842.5000,22983.0000
30949.0000,22602.0000,28925.5000,25313.0000,21956.0000,22384.0000,19903.0000,18755.5000,18069.0000,27603.5000,24234.0000,21359.0000,22493.0000
30049.0000,21964.0000,28112.5000,24592.0000,21385.5000,21884.0000,19479.5000,18243.0000,17523.0000,26859.0000,23590.0000,20611.5000,21768.5000
29168.0000,21544.5000,27459.5000,24065.0000,20843.0000,21312.0000,18962.5000,17800.0000,17169.5000,26204.5000,23027.5000,20068.5000,21337.0000
28712.5000,21256.0000,27099.0000,23611.0000,20583.5000,21023.5000,18762.0000,17637.0000,16981.5000,25785.5000,22523.0000,19874.0000,21166.0000
28511.5000,21090.0000,26963.5000,23613.0000,20515.0000,20828.0000,18575.0000,17611.0000,16868.5000,25493.5000,22522.0000,19742.5000,20888.0000
28579.0000,21204.5000,26887.5000,23646.5000,20676.0000,20865.0000,18813.0000,17725.0000,17073.5000,25499.5000,22532.5000,19818.5000,21050.0000
28948.5000,21554.0000,27450.5000,24005.0000,21016.0000,21187.0000,19098.0000,18096.0000,17314.0000,25995.0000,22942.5000,20073.5000,21343.0000
29274.5000,21845.0000,27758.0000,24297.5000,21216.0000,21686.5000,19261.0000,18293.0000,17622.0000,26223.5000,23174.5000,20483.5000,21536.5000
29703.5000,22059.5000,28009.0000,24485.0000,21518.5000,21904.5000,19652.5000,18511.0000,17837.0000,26720.0000,23541.5000,20602.5000,21924.5000
29964.0000,22305.5000,28235.5000,24779.5000,21670.0000,22123.5000,19767.0000,18584.0000,17993.5000,26788.5000,23641.0000,20942.5000,22132.0000
30411.0000,22689.5000,28718.0000,25087.0000,22061.5000,22417.5000,20175.0000,19031.0000,18372.5000,27175.5000,24084.5000,21323.0000,22515.5000
31463.0000,23624.0000,29716.0000,25936.5000,22815.0000,23222.0000,20943.0000,19675.0000,19065.5000,28042.5000,24834.5000,22119.0000,23219.0000
32931.0000,24534.5000,31139.5000,27157.5000,23856.5000,24365.0000,21963.0000,20749.5000,20116.0000,29475.5000,26167.0000,22967.5000,24361.0000
34817.0000,26045.5000,32904.5000,28681.0000,25524.5000,25926.5000,23391.5000,22138.5000,21418.5000,31301.0000,27723.5000,24680.0000,25846.5000
37484.5000,27747.5000,35252.5000,30885.0000,27247.5000,27683.0000,25185.0000,23862.0000,23036.5000,33357.0000,29690.5000,26392.0000,27636.0000
39942.5000,29420.0000,37716.0000,32936.0000,29186.0000,29679.5000,26820.0000,25560.5000,24721.5000,35969.5000,31658.5000,28255.0000,29366.0000
42458.5000,31212.0000,39861.0000,34885.0000,31029.0000,31448.0000,28529.5000,27073.0000,26149.5000,38161.0000,33709.0000,30106.0000,31131.0000
44708.5000,32759.0000,42066.0000,36565.0000,32523.5000,32986.0000,29763.0000,28350.0000,27402.0000,40152.0000,35486.5000,31658.5000,32636.5000
46479.5000,33891.0000,43738.0000,38005.5000,33728.0000,34099.0000,30839.5000,29367.5000,28349.5000,41748.5000,36738.5000,32880.5000,33827.5000
47830.5000,34671.0000,45049.0000,38872.0000,34550.0000,34827.0000,31507.0000,29791.0000,29079.5000,42594.5000,37517.0000,33366.0000,34551.0000
47586.0000,34266.5000,44637.5000,38449.5000,34159.0000,34498.0000,30977.5000,29475.0000,28466.0000,42394.0000,37056.5000,33083.5000,34101.0000
45279.0000,32745.0000,42515.5000,36508.5000,32322.0000,32732.5000,29397.5000,28023.0000,27084.5000,40360.0000,35313.0000,31378.0000,32474.5000
41747.0000,30014.0000,38982.0000,33476.5000,29645.5000,29977.0000,27150.0000,25696.0000,24686.5000,36904.5000,32349.0000,28706.0000,29798.0000
37806.5000,27444.5000,35359.0000,30609.5000,26969.0000,27385.0000,24605.5000,23410.5000,22416.0000,33645.5000,29524.0000,26180.5000,27264.0000
35198.0000,25684.5000,32843.5000,28562.0000,25211.0000,25622.5000,22919.0000,21645.0000,20925.5000,31343.5000,27548.5000,24289.0000,25652.5000
33987.5000,25090.0000,31979.5000,27772.5000,24432.5000,24798.0000,22246.5000,20976.5000,20173.5000,30484.5000,26802.0000,23580.0000,24913.0000
34748.0000,25863.0000,32790.0000,28754.5000,24879.5000,25455.0000,22763.5000,21332.0000,20529.0000,30958.0000,27497.0000,24143.5000,25595.0000
37239.5000,27793.5000,35179.5000,30861.0000,26791.5000,27298.5000,24317.5000,22911.5000,21985.0000,33440.5000,29520.5000,25890.5000,27734.5000
42091.5000,31401.5000,39757.5000,34914.5000,30283.0000,30817.5000,27447.5000,25836.0000,24776.5000,38096.5000,33444.5000,29416.0000,31243.0000
50199.5000,37182.5000,47164.5000,41205.0000,35619.0000,36497.0000,32420.0000,30427.5000,29241.0000,45265.5000,39711.5000,34892.5000,36710.5000
60860.5000,44650.5000,57187.0000,50096.0000,43446.0000,44242.5000,39194.0000,36891.5000,35258.0000,55193.0000,48406.0000,42381.0000,44485.0000
64621.0000,53114.0000,64621.0000,60307.5000,52341.5000,53190.0000,47055.0000,44385.5000,42497.5000,63378.0000,58490.0000,51032.0000,53211.5000
64638.5000,61403.5000,64638.5000,64638.5000,60939.0000,61843.5000,54966.0000,51848.0000,49474.0000,64638.5000,64596.0000,59686.0000,61508.5000
64665.5000,64391.5000,64665.5000,64665.5000,64665.5000,64665.5000,60320.0000,56989.5000,54829.5000,64665.5000,64665.5000,64658.0000,64424.0000
64632.5000,64632.5000,64632.5000,64632.5000,64632.5000,64632.5000,61969.0000,58601.0000,56413.0000,64632.5000,64632.5000,64632.5000,64632.5000
64648.5000,63093.5000,64648.5000,64648.5000,64305.5000,64030.5000,58692.0000,55606.5000,53531.5000,64648.5000,64648.5000,63557.5000,63110.5000
64645.0000,55911.0000,64645.0000,63096.0000,57058.5000,57619.0000,51732.5000,49094.5000,47327.5000,64645.0000,62109.0000,55918.5000,56025.5000
64015.5000,46822.5000,61822.0000,53637.5000,47625.5000,48122.5000,43373.0000,41142.5000,39626.5000,59922.5000,52124.5000,46523.5000,46810.5000
55836.0000,38645.0000,50860.5000,44178.5000,39138.0000,39648.5000,35706.5000,33930.0000,32827.5000,49033.5000,42890.0000,38104.0000,38770.0000
46763.5000,32788.0000,42686.5000,37229.5000,32804.5000,33449.0000,29920.5000,28375.5000,27352.5000,41096.0000,35946.0000,31847.5000,32784.0000
40747.0000,28797.5000,37518.0000,32653.0000,28647.0000,29053.5000,26137.0000,24607.5000,23684.0000,36010.0000,31473.0000,27782.5000,28724.0000
36267.5000,25805.5000,33607.0000,29105.5000,25589.0000,25883.5000,23220.5000,21889.0000,21055.5000,32150.0000,28146.5000,24731.5000,25724.5000
32937.0000,23609.5000,30613.5000,26662.5000,23141.5000,23655.0000,21095.0000,19988.5000,19155.5000,29179.5000,25528.0000,22485.5000,23465.5000
30577.0000,22093.0000,28542.5000,24835.0000,21696.0000,21962.0000,19470.0000,18560.0000,17771.0000,27112.0000,23716.0000,20848.5000,21920.5000
28367.5000,20613.0000,26515.0000,23150.5000,20089.0000,20517.5000,18196.0000,17291.5000,16478.5000,25076.0000,22099.5000,19371.0000,20455.5000
26548.5000,19372.0000,25009.0000,21573.0000,18881.0000,19166.5000,17037.5000,16063.0000,15448.5000,23397.5000,20751.5000,18112.5000,19130.5000
24901.5000,18502.5000,23563.0000,20532.5000,17828.5000,18101.5000,16200.0000,15161.0000,14606.0000,22243.5000,19545.0000,17111.5000,18163.0000
23904.0000,17673.5000,22675.0000,19635.5000,17090.5000,17405.0000,15472.0000,14542.0000,13959.5000,21307.5000,18652.5000,16456.0000,17457.5000
23022.5000,17027.5000,21862.5000,18898.0000,16472.0000,16792.0000,14945.5000,14115.5000,13504.5000,20436.5000,18117.0000,15724.0000,16943.5000
22300.0000,16582.0000,21126.0000,18357.5000,15919.0000,16253.0000,14418.5000,13592.5000,13048.5000,19812.5000,17541.0000,15238.5000,16398.5000
21678.5000,16170.5000,20601.5000,17938.0000,15537.5000,15908.0000,14098.5000,13266.0000,12799.5000,19386.5000,17021.0000,14867.0000,16138.5000
21222.0000,15958.0000,20399.5000,17717.5000,15374.0000,15505.5000,13837.0000,13167.0000,12645.5000,19083.5000,16909.5000,14707.0000,15835.5000
20963.5000,15694.0000,20122.5000,17347.0000,15107.5000,15343.0000,13716.5000,12815.5000,12327.5000,18673.0000,16573.0000,14460.5000,15561.5000
20749.0000,15562.5000,19921.5000,17088.5000,14949.0000,15183.5000,13461.0000,12735.5000,12119.0000,18480.5000,16336.0000,14213.5000,15259.5000
20521.0000,15334.0000,19574.5000,16893.5000,14729.5000,15004.5000,13390.0000,12577.5000,12117.5000,18298.0000,16171.0000,14171.5000,15186.0000
20360.5000,15260.5000,19489.5000,16695.0000,14639.5000,14778.5000,13174.0000,12396.0000,11867.0000,18056.5000,16027.5000,13955.0000,14973.5000
20082.5000,14969.0000,19134.5000,16599.5000,14398.0000,14594.5000,13079.0000,12213.5000,11825.0000,17888.0000,15708.0000,13685.5000,14778.5000
19728.0000,14814.0000,18856.5000,16354.0000,14211.5000,14437.0000,12834.5000,12010.5000,11651.0000,17545.0000,15552.0000,13561.0000,14626.0000
19439.0000,14590.0000,18645.5000,16200.0000,13875.5000,14164.5000,12647.5000,11900.0000,11365.0000,17325.5000,15301.0000,13326.0000,14220.5000
19129.0000,14409.0000,18357.5000,15844.0000,13764.5000,14025.0000,12456.0000,11726.0000,11246.5000,17037.5000,15118.5000,13193.5000,14167.0000
19015.5000,14419.5000,18255.5000,15638.0000,13612.5000,13858.0000,12308.5000,11645.5000,11100.5000,16924.5000,14930.0000,13065.0000,14008.0000
18695.0000,14187.0000,17983.5000,15572.5000,13556.5000,13834.0000,12193.0000,11499.5000,11037.5000,16680.5000,14782.5000,12902.0000,13867.0000
18660.5000,14086.5000,17837.0000,15425.0000,13422.5000,13628.0000,12115.0000,11390.0000,10807.5000,16571.5000,14677.5000,12764.0000,13842.5000
18487.0000,13872.5000,17705.0000,15284.0000,13271.0000,13504.5000,12050.0000,11237.5000,10850.0000,16456.0000,14521.5000,12610.5000,13811.5000
18289.5000,13667.5000,17499.0000,15059.0000,13172.0000,13385.5000,11908.0000,11171.5000,10743.0000,16284.5000,14406.0000,12617.5000,13573.0000
18125.0000,13688.5000,17452.0000,14935.5000,13089.5000,13255.5000,11816.0000,11089.0000,10607.5000,16062.5000,14214.5000,12444.5000,13471.5000
18100.5000,13510.0000,17267.5000,14852.5000,12987.5000,13178.5000,11686.5000,11071.0000,10592.5000,15945.5000,14249.0000,12241.0000,13308.0000
17916.0000,13443.0000,17143.0000,14790.0000,12873.5000,13106.5000,11634.5000,10853.5000,10451.0000,15832.0000,13991.5000,12235.5000,13201.0000
17601.0000,13272.5000,16786.0000,14607.5000,12668.5000,12837.5000,11443.5000,10796.5000,10357.5000,15677.0000,13871.5000,12115.0000,13046.0000
17489.5000,13265.5000,16814.5000,14530.5000,12578.0000,12813.0000,11382.5000,10664.0000,10274.5000,15503.0000,13808.0000,12053.0000,13018.5000
17335.0000,13096.0000,16730.5000,14370.0000,12477.5000,12708.0000,11271.0000,10632.0000,10153.5000,15366.0000,13602.5000,11895.0000,12862.5000
17166.5000,13041.5000,16540.0000,14330.5000,12387.5000,12575.0000,11207.5000,10472.5000,10216.0000,15286.5000,13520.5000,11707.0000,12834.0000
