SP_21.csv,SP_22.csv,SP_23.csv,SP_24.csv,SP_25.csv,SP_26.csv,SP_27.csv,SP_28.csv,SP_29.csv,SP_30.csv,SP_31.csv,SP_32.csv,SP_33.csv,SP_34.csv,SP_35.csv,SP_36.csv,SP_37.csv,SP_38.csv,SP_39.csv
5356.5000,4900.0000,4653.0000,4580.5000,4438.0000,4260.0000,3504.5000,3125.5000,3075.0000,3544.5000,3343.0000,2640.5000,2470.5000,2422.5000,2503.0000,2303.0000,3773.5000,3674.0000,3623.0000
5256.5000,4931.5000,4644.5000,4567.0000,4361.0000,4305.0000,3533.0000,3192.0000,3048.5000,3543.5000,3342.5000,2601.0000,2398.5000,2420.5000,2469.5000,2314.5000,3712.5000,3623.5000,3602.5000
5307.0000,4850.0000,4614.0000,4554.0000,4389.0000,4289.5000,3506.5000,3144.5000,3012.0000,3542.0000,3364.0000,2625.5000,2430.5000,2400.0000,2524.5000,2342.0000,3736.0000,3631.5000,3619.5000
5242.5000,4862.0000,4649.0000,4574.0000,4365.0000,4225.5000,3451.5000,3158.5000,3061.0000,3520.5000,3346.5000,2562.0000,2414.5000,2402.0000,2519.0000,2319.5000,3716.0000,3614.0000,3619.0000
5277.0000,4853.0000,4632.5000,4509.0000,4347.5000,4320.5000,3474.0000,3092.0000,3064.5000,3557.0000,3336.0000,2635.0000,2427.5000,2430.5000,2530.5000,2320.5000,3756.0000,3629.0000,3579.5000
5191.0000,4816.5000,4639.0000,4551.0000,4368.5000,4236.0000,3416.0000,3100.5000,2984.0000,3501.0000,3340.0000,2556.5000,2416.5000,2385.0000,2499.0000,2300.5000,3717.0000,3594.0000,3550.5000
5303.5000,4764.5000,4612.0000,4541.5000,4328.0000,4237.5000,3451.5000,3087.5000,3027.0000,3553.5000,3272.5000,2566.0000,2406.0000,2363.5000,2510.0000,2298.5000,3709.5000,3624.0000,3590.5000
5227.0000,4876.5000,4590.0000,4523.5000,4414.5000,4290.5000,3505.5000,3094.0000,3034.0000,3510.5000,3326.5000,2638.5000,2405.5000,2400.0000,2505.5000,2282.5000,3729.0000,3627.0000,3575.5000
5214.5000,4861.0000,4563.5000,4497.5000,4331.5000,4295.5000,3419.0000,3125.5000,3007.5000,3537.0000,3341.5000,2600.5000,2405.0000,2383.5000,2475.0000,2313.5000,3727.5000,3582.5000,3543.0000
5215.0000,4814.0000,4634.5000,4513.0000,4339.0000,4244.5000,3476.0000,3108.5000,2967.5000,3495.0000,3362.0000,2559.5000,2398.0000,2354.0000,2467.5000,2331.0000,3677.5000,3571.5000,3549.0000
5167.0000,4823.5000,4599.0000,4524.5000,4273.0000,4273.5000,3496.5000,3134.0000,3039.0000,3500.0000,3289.5000,2600.5000,2406.0000,2373.5000,2524.0000,2297.5000,3707.0000,3628.0000,3569.0000
5154.5000,4760.5000,4554.5000,4452.5000,4250.5000,4244.0000,3472.0000,3070.0000,2985.0000,3473.0000,3292.0000,2589.5000,2356.5000,2368.0000,2434.0000,2247.5000,3655.5000,3588.5000,3496.0000
5173.0000,4809.0000,4563.5000,4479.0000,4252.0000,4172.0000,3442.5000,3115.5000,3017.0000,3518.5000,3296.0000,2561.5000,2411.5000,2397.0000,2524.0000,2302.5000,3701.0000,3586.5000,3565.5000
5178.0000,4737.0000,4551.0000,4520.0000,4284.5000,4206.5000,3458.0000,3074.5000,3001.0000,3495.0000,3279.5000,2531.0000,2374.5000,2338.5000,2477.0000,2261.0000,3713.0000,3594.5000,3539.0000
5119.5000,4730.5000,4476.0000,4444.5000,4274.0000,4186.0000,3431.0000,3053.0000,2974.0000,3457.0000,3295.0000,2556.0000,2375.5000,2350.0000,2446.5000,2274.0000,3658.5000,3535.0000,3558.5000
5152.0000,4749.0000,4528.5000,4483.0000,4261.5000,4218.5000,3417.5000,3048.0000,2989.5000,3460.0000,3296.5000,2545.0000,2403.0000,2365.0000,2480.0000,2286.0000,3686.0000,3556.5000,3546.5000
5165.0000,4722.0000,4523.0000,4383.0000,4225.0000,4190.0000,3362.0000,3038.0000,2970.5000,3453.5000,3280.5000,2490.5000,2348.0000,2332.0000,2466.0000,2278.0000,3639.5000,3563.5000,3492.5000
5146.5000,4653.5000,4475.0000,4437.5000,4257.5000,4154.0000,3379.5000,3049.0000,2907.5000,3395.5000,3198.5000,2542.0000,2349.0000,2300.5000,2458.5000,2205.0000,3609.0000,3499.0000,3472.0000
5157.0000,4708.5000,4502.0000,4433.5000,4246.5000,4180.0000,3359.0000,3065.0000,2996.0000,3386.0000,3234.0000,2551.5000,2361.5000,2347.5000,2458.5000,2273.0000,3607.0000,3545.0000,3482.0000
5155.0000,4777.5000,4515.0000,4410.0000,4247.0000,4229.5000,3416.0000,3094.0000,2961.5000,3474.0000,3241.0000,2550.5000,2389.0000,2361.5000,2471.5000,2273.0000,3657.5000,3553.5000,3482.5000
5136.0000,4732.0000,4503.5000,4474.0000,4264.5000,4157.5000,3432.0000,3064.0000,2924.5000,3446.5000,3272.5000,2527.5000,2373.5000,2329.5000,2433.0000,2315.0000,3627.0000,3535.0000,3519.5000
5102.0000,4684.5000,4506.0000,4453.5000,4220.5000,4154.0000,3385.5000,3009.0000,2914.5000,3401.5000,3219.0000,2506.5000,2333.5000,2335.5000,2446.5000,2209.0000,3598.5000,3509.5000,3505.0000
5122.0000,4680.0000,4483.5000,4371.5000,4247.5000,4193.5000,3353.5000,3066.0000,2927.0000,3415.0000,3237.0000,2509.5000,2335.0000,2325.0000,2435.0000,2293.0000,3586.5000,3515.0000,3492.0000
5047.5000,4681.0000,4476.0000,4402.0000,4269.5000,4193.5000,3399.0000,3030.5000,2925.5000,3376.0000,3234.5000,2541.0000,2307.0000,2309.0000,2428.0000,2225.5000,3603.5000,3499.5000,3448.5000
5090.0000,4696.0000,4463.5000,4342.0000,4209.5000,4125.5000,3409.5000,3014.0000,2929.0000,3441.0000,3267.5000,2526.5000,2369.0000,2309.5000,2488.5000,2300.0000,3638.0000,3501.5000,3508.5000
5128.5000,4650.5000,4452.0000,4428.5000,4219.0000,4125.5000,3345.5000,3035.5000,2964.0000,3421.0000,3206.5000,2540.0000,2322.5000,2328.5000,2420.5000,2258.5000,3639.5000,3514.5000,3480.5000
5146.0000,4715.0000,4456.5000,4421.5000,4227.0000,4145.0000,3358.5000,2969.5000,2915.5000,3414.0000,3268.5000,2540.0000,2328.0000,2333.0000,2447.0000,2241.5000,3604.0000,3500.0000,3517.5000
5079.5000,4678.5000,4482.0000,4368.0000,4194.0000,4176.0000,3361.5000,2958.0000,2967.5000,3414.5000,3247.0000,2505.0000,2353.5000,2274.0000,2442.5000,2224.0000,3607.0000,3475.0000,3463.0000
5112.5000,4671.0000,4483.5000,4415.5000,4246.5000,4132.5000,3376.5000,3021.5000,2959.0000,3480.5000,3222.5000,2513.5000,2361.0000,2353.5000,2441.0000,2224.0000,3597.0000,3516.5000,3489.5000
5166.5000,4693.0000,4484.0000,4392.5000,4207.0000,4130.0000,3356.5000,3053.0000,2930.5000,3438.0000,3202.5000,2541.0000,2361.0000,2342.0000,2468.0000,2254.5000,3604.0000,3488.5000,3488.5000
5088.0000,4710.5000,4501.0000,4411.5000,4206.0000,4146.5000,3375.5000,3036.5000,2910.0000,3398.0000,3247.5000,2506.0000,2339.5000,2325.0000,2426.0000,2271.0000,3590.5000,3495.0000,3476.0000
5022.0000,4592.5000,4402.0000,4368.0000,4111.5000,4053.0000,3304.5000,3015.5000,2908.5000,3376.0000,3191.0000,2498.0000,2319.0000,2286.5000,2377.5000,2234.5000,3512.0000,3467.5000,3417.5000
5062.0000,4643.0000,4440.0000,4362.0000,4147.0000,4059.0000,3342.0000,2988.0000,2892.0000,3405.0000,3223.0000,2500.5000,2382.5000,2298.0000,2449.0000,2266.0000,3505.0000,3470.0000,3405.5000
5006.0000,4633.5000,4406.0000,4319.5000,4129.0000,4079.0000,3350.0000,2972.0000,2958.0000,3375.5000,3219.0000,2457.0000,2344.5000,2274.5000,2366.5000,2212.5000,3581.0000,3463.5000,3401.5000
4966.5000,4615.0000,4393.5000,4309.0000,4139.0000,4059.5000,3273.5000,3001.5000,2888.5000,3342.5000,3161.0000,2498.0000,2278.5000,2274.5000,2386.0000,2237.0000,3564.5000,3396.5000,3392.0000
4993.5000,4553.0000,4346.0000,4297.0000,4157.5000,4055.0000,3292.5000,2949.0000,2904.0000,3368.0000,3122.5000,2485.0000,2264.0000,2277.0000,2382.5000,2205.0000,3529.5000,3429.0000,3416.0000
4989.5000,4567.5000,4387.0000,4304.0000,4079.5000,4036.5000,3297.5000,2977.0000,2852.0000,3320.5000,3153.0000,2491.5000,2286.0000,2303.5000,2358.5000,2179.5000,3558.0000,3424.0000,3425.0000
4915.0000,4536.0000,4342.0000,4341.5000,4086.5000,4009.0000,3304.5000,2955.0000,2850.5000,3319.0000,3146.0000,2481.5000,2311.5000,2298.0000,2394.5000,2229.0000,3527.0000,3401.5000,3412.0000
4874.0000,4513.5000,4330.0000,4250.0000,4064.5000,4008.0000,3258.0000,2929.5000,2812.0000,3298.0000,3136.0000,2430.0000,2266.5000,2220.0000,2358.5000,2196.5000,3459.0000,3333.5000,3396.5000
4869.5000,4467.5000,4308.5000,4260.5000,4012.5000,4008.5000,3229.5000,2883.0000,2856.0000,3250.5000,3108.0000,2423.5000,2259.0000,2224.0000,2340.0000,2170.0000,3466.5000,3439.5000,3352.0000
4901.5000,4512.0000,4310.0000,4223.0000,4059.5000,4024.0000,3300.5000,2909.0000,2818.0000,3268.0000,3128.0000,2462.5000,2253.5000,2235.5000,2357.0000,2187.0000,3484.5000,3418.0000,3351.5000
4957.0000,4478.5000,4322.5000,4226.0000,4064.5000,4016.0000,3292.0000,2930.0000,2846.5000,3273.5000,3070.5000,2459.5000,2269.5000,2233.0000,2325.5000,2145.0000,3479.0000,3396.0000,3342.0000
4904.0000,4461.0000,4347.5000,4199.0000,4046.0000,4039.5000,3260.5000,2895.0000,2809.5000,3305.5000,3104.5000,2405.5000,2251.0000,2216.5000,2338.0000,2182.5000,3493.5000,3361.0000,3317.5000
4903.5000,4458.5000,4254.5000,4196.0000,4054.5000,3970.0000,3255.0000,2944.0000,2818.0000,3239.0000,3117.0000,2437.0000,2248.0000,2227.5000,2318.5000,2113.5000,3453.0000,3351.5000,3338.5000
4895.5000,4445.5000,4259.0000,4235.0000,4082.5000,4025.0000,3263.0000,2922.5000,2835.5000,3281.0000,3141.5000,2481.0000,2310.0000,2211.0000,2363.5000,2200.5000,3479.5000,3360.5000,3331.5000
4868.5000,4392.5000,4207.0000,4144.0000,4017.0000,3932.5000,3224.5000,2869.5000,2766.5000,3209.0000,3039.5000,2377.5000,2236.0000,2206.5000,2331.5000,2132.5000,3420.0000,3347.5000,3287.5000
4831.0000,4409.0000,4219.0000,4173.0000,4003.0000,3939.0000,3196.0000,2854.5000,2809.0000,3233.0000,3022.0000,2400.5000,2215.0000,2190.5000,2329.0000,2106.0000,3414.5000,3289.5000,3216.0000
4815.0000,4407.5000,4210.5000,4172.5000,3965.0000,3899.5000,3247.5000,2823.5000,2744.0000,3210.5000,3036.5000,2443.5000,2212.5000,2183.0000,2329.5000,2128.0000,3416.0000,3273.0000,3277.5000
4812.0000,4455.0000,4195.0000,4171.5000,3986.5000,3927.0000,3232.0000,2893.0000,2813.5000,3233.0000,3035.0000,2395.5000,2245.5000,2190.0000,2321.5000,2151.5000,3353.5000,3302.0000,3268.5000
4777.5000,4349.5000,4204.0000,4143.0000,3974.0000,3874.0000,3190.5000,2793.5000,2792.5000,3152.0000,3011.5000,2347.0000,2180.5000,2156.5000,2266.0000,2097.0000,3328.5000,3246.0000,3288.0000
4767.0000,4313.0000,4197.0000,4129.0000,3980.5000,3832.0000,3184.5000,2815.0000,2740.5000,3159.5000,2973.0000,2368.0000,2164.5000,2134.0000,2279.5000,2146.5000,3389.5000,3241.5000,3239.5000
4776.0000,4373.0000,4212.5000,4161.0000,3989.0000,3921.5000,3157.0000,2897.5000,2739.5000,3227.5000,3027.5000,2398.5000,2239.5000,2172.5000,2321.0000,2116.0000,3382.0000,3252.5000,3225.5000
4774.0000,4342.5000,4177.5000,4116.0000,3909.0000,3874.0000,3213.5000,2814.5000,2735.0000,3167.0000,3034.5000,2356.0000,2158.5000,2131.5000,2264.0000,2078.5000,3362.5000,3300.0000,3188.5000
4743.0000,4304.5000,4179.5000,4077.5000,3912.0000,3880.5000,3136.5000,2776.0000,2688.0000,3119.0000,3025.0000,2310.5000,2150.5000,2095.5000,2277.0000,2064.0000,3321.0000,3182.5000,3242.5000
4732.0000,4278.5000,4157.5000,4096.5000,3914.5000,3846.5000,3150.5000,2843.5000,2753.5000,3163.5000,3001.0000,2359.0000,2187.5000,2154.5000,2286.5000,2146.0000,3322.5000,3251.5000,3205.5000
4800.5000,4351.0000,4196.0000,4124.0000,3903.5000,3889.5000,3163.5000,2852.0000,2744.0000,3156.0000,3035.5000,2381.0000,2209.5000,2173.5000,2296.5000,2103.0000,3360.0000,3244.0000,3253.0000
4725.5000,4368.5000,4145.0000,4126.0000,3846.0000,3897.5000,3143.5000,2840.5000,2723.0000,3110.0000,2972.0000,2374.0000,2129.5000,2105.0000,2250.0000,2059.5000,3312.0000,3231.5000,3207.0000
4765.5000,4345.0000,4182.0000,4140.0000,3913.0000,3836.5000,3204.0000,2819.0000,2760.0000,3218.5000,3004.0000,2379.0000,2177.0000,2152.5000,2281.0000,2127.0000,3366.0000,3256.0000,3214.0000
4728.0000,4312.0000,4198.5000,4086.5000,3911.0000,3803.0000,3185.5000,2817.0000,2742.5000,3236.0000,2985.5000,2350.5000,2198.0000,2168.0000,2271.0000,2089.0000,3368.5000,3242.5000,3229.0000
4714.5000,4312.5000,4143.5000,4074.5000,3910.0000,3821.0000,3117.5000,2806.5000,2682.5000,3144.0000,2949.5000,2339.0000,2162.0000,2101.5000,2243.0000,2042.5000,3310.0000,3144.0000,3208.5000
4733.0000,4364.0000,4140.0000,4093.0000,3872.5000,3816.5000,3175.0000,2825.5000,2726.0000,3185.5000,2994.5000,2318.5000,2163.5000,2141.0000,2270.5000,2070.0000,3313.0000,3212.0000,3167.5000
4664.5000,4339.0000,4110.5000,4068.0000,3858.0000,3849.0000,3134.0000,2778.5000,2705.0000,3153.0000,2970.0000,2325.5000,2159.0000,2128.5000,2254.5000,2109.0000,3278.0000,3244.0000,3134.5000
4748.5000,4352.5000,4135.0000,4093.0000,3886.5000,3864.5000,3151.5000,2846.0000,2759.0000,3179.0000,2974.0000,2325.0000,2197.0000,2173.5000,2299.5000,2101.5000,3277.5000,3240.5000,3212.0000
4654.0000,4286.5000,4102.5000,4042.5000,3831.0000,3837.5000,3119.5000,2772.5000,2661.0000,3123.5000,2966.5000,2338.0000,2155.0000,2091.0000,2220.0000,2047.5000,3305.0000,3229.5000,3172.5000
4699.5000,4326.5000,4114.5000,4100.0000,3938.5000,3820.0000,3171.0000,2821.0000,2735.5000,3128.5000,2929.5000,2343.5000,2167.0000,2136.0000,2265.0000,2089.5000,3332.0000,3220.0000,3221.5000
4682.5000,4280.5000,4136.5000,4073.5000,3914.5000,3847.5000,3127.0000,2749.0000,2700.5000,3100.0000,2958.0000,2300.5000,2168.5000,2090.0000,2218.5000,2060.0000,3314.5000,3219.5000,3178.0000
4655.0000,4338.0000,4110.0000,4058.5000,3896.0000,3859.0000,3143.5000,2765.0000,2722.5000,3132.0000,2961.0000,2323.5000,2116.5000,2152.0000,2240.5000,2072.5000,3302.0000,3189.0000,3148.0000
4619.0000,4269.0000,4070.0000,4010.5000,3839.5000,3794.0000,3074.0000,2776.0000,2684.5000,3130.5000,2931.5000,2292.5000,2128.0000,2053.0000,2243.0000,2014.0000,3306.5000,3199.0000,3173.0000
4638.5000,4277.0000,4055.0000,4056.5000,3861.5000,3752.5000,3088.0000,2770.0000,2685.0000,3096.5000,2910.5000,2256.5000,2114.5000,2089.5000,2214.0000,2025.5000,3282.0000,3207.5000,3157.0000
4644.0000,4255.0000,4123.5000,4039.0000,3832.0000,3747.5000,3111.0000,2727.0000,2712.0000,3119.5000,2991.0000,2298.0000,2125.0000,2078.0000,2214.5000,2034.0000,3308.0000,3153.0000,3125.5000
4620.5000,4267.5000,4051.5000,3968.5000,3838.0000,3825.0000,3037.5000,2736.0000,2710.0000,3021.0000,2914.0000,2259.0000,2100.0000,2109.0000,2219.0000,2039.0000,3229.0000,3153.5000,3103.0000
4620.5000,4282.0000,4075.0000,4001.5000,3850.0000,3758.5000,3117.0000,2714.5000,2692.0000,3101.0000,2914.0000,2339.5000,2161.0000,2115.5000,2232.5000,2066.5000,3291.5000,3195.0000,3190.5000
4632.0000,4326.0000,4058.0000,4062.5000,3837.5000,3802.0000,3113.0000,2746.0000,2692.0000,3123.0000,2960.5000,2279.5000,2102.5000,2126.5000,2202.0000,2066.5000,3322.0000,3132.5000,3153.0000
4637.5000,4239.5000,4075.0000,3987.5000,3872.5000,3835.5000,3134.0000,2713.0000,2677.5000,3084.0000,2941.0000,2277.5000,2134.5000,2106.0000,2215.5000,2044.5000,3266.5000,3158.5000,3147.0000
4655.5000,4252.5000,4009.5000,3992.5000,3859.0000,3727.5000,3081.0000,2721.5000,2668.0000,3103.5000,2908.0000,2311.0000,2119.5000,2098.0000,2233.5000,2015.5000,3247.5000,3145.0000,3112.5000
4668.5000,4230.5000,4038.0000,3985.0000,3832.0000,3766.0000,3062.0000,2688.0000,2647.0000,3045.5000,2933.0000,2308.5000,2098.5000,2112.0000,2201.0000,2019.5000,3277.0000,3149.5000,3139.0000
4654.0000,4242.0000,4054.0000,3936.5000,3815.5000,3736.0000,3075.5000,2759.0000,2639.5000,3120.5000,2894.0000,2287.0000,2087.5000,2080.5000,2189.5000,2029.0000,3239.5000,3166.5000,3123.0000
4610.5000,4222.5000,4015.0000,3994.5000,3815.5000,3783.5000,3079.0000,2712.5000,2655.0000,3064.5000,2920.0000,2298.5000,2093.0000,2096.5000,2225.5000,2028.5000,3259.5000,3191.0000,3118.5000
4629.0000,4246.5000,4037.0000,3949.0000,3810.0000,3697.5000,3083.5000,2718.0000,2624.0000,3058.5000,2898.0000,2272.5000,2092.5000,2100.0000,2184.5000,2011.0000,3227.5000,3120.0000,3103.0000
4570.0000,4229.5000,4070.0000,3951.0000,3788.5000,3730.5000,3068.0000,2736.5000,2656.5000,3115.5000,2947.0000,2271.0000,2059.0000,2057.5000,2193.0000,2026.5000,3277.0000,3153.0000,3094.0000
4595.5000,4231.0000,4039.5000,3986.0000,3835.5000,3746.0000,3019.0000,2698.5000,2662.0000,3113.5000,2911.0000,2280.0000,2099.0000,2100.0000,2228.0000,2006.5000,3261.0000,3154.5000,3100.5000
4594.5000,4201.0000,4039.5000,3999.5000,3824.0000,3706.5000,3048.5000,2682.0000,2665.5000,3061.0000,2896.0000,2264.5000,2100.5000,2068.0000,2226.0000,2035.0000,3234.5000,3124.0000,3132.0000
4644.0000,4209.5000,4013.0000,3998.0000,3789.0000,3728.0000,3025.0000,2696.5000,2665.0000,3081.0000,2904.5000,2300.5000,2102.5000,2068.5000,2196.5000,1962.5000,3233.0000,3129.0000,3117.0000
4554.5000,4214.5000,4042.5000,3958.5000,3784.5000,3771.0000,3044.5000,2720.5000,2624.0000,3055.5000,2907.0000,2297.5000,2119.5000,2091.5000,2173.5000,2023.0000,3201.0000,3131.0000,3085.5000
4569.0000,4260.5000,4010.5000,3966.0000,3778.0000,3699.5000,3019.5000,2732.0000,2603.0000,3066.0000,2866.0000,2242.0000,2117.5000,2064.0000,2173.5000,2037.5000,3209.5000,3102.0000,3076.5000
4605.5000,4192.5000,3969.0000,3931.0000,3769.0000,3685.5000,3015.0000,2685.5000,2661.0000,3033.0000,2895.0000,2253.5000,2095.0000,2062.0000,2215.5000,2027.5000,3227.0000,3076.0000,3082.0000
4568.0000,4173.0000,3991.5000,3932.0000,3780.0000,3678.0000,3035.0000,2719.5000,2645.0000,3046.0000,2873.0000,2237.0000,2054.0000,2034.5000,2222.0000,1967.5000,3225.0000,3107.5000,3063.5000
4518.0000,4166.0000,4032.0000,3938.0000,3750.0000,3667.0000,3053.5000,2694.5000,2619.5000,3064.5000,2867.0000,2232.5000,2088.0000,2104.5000,2192.5000,2049.5000,3227.0000,3108.0000,3097.5000
4561.5000,4200.0000,3970.5000,3908.0000,3773.0000,3659.5000,2981.0000,2700.0000,2593.5000,3025.0000,2849.5000,2253.0000,2092.0000,2059.5000,2160.5000,1997.5000,3143.5000,3034.0000,3007.5000
4512.5000,4165.5000,3932.0000,3925.5000,3736.0000,3646.0000,3051.0000,2698.5000,2609.0000,3032.0000,2885.5000,2242.5000,2079.0000,2048.5000,2198.5000,1992.5000,3162.0000,3109.0000,3093.0000
4567.5000,4202.5000,4017.5000,3964.0000,3754.5000,3684.0000,3036.5000,2698.0000,2577.0000,3079.0000,2870.0000,2274.0000,2083.0000,2105.5000,2121.5000,1982.0000,3184.0000,3090.5000,3056.5000
4487.5000,4121.0000,3971.0000,3912.5000,3743.0000,3679.5000,2999.0000,2671.0000,2578.0000,3013.0000,2835.0000,2243.5000,2049.5000,2009.5000,2131.5000,1998.0000,3133.5000,3088.5000,3022.5000
4459.0000,4088.5000,3940.5000,3876.5000,3709.5000,3649.5000,2989.0000,2648.5000,2602.5000,3034.0000,2838.0000,2185.5000,2058.5000,2036.5000,2154.5000,1986.5000,3134.0000,3029.0000,3013.0000
4436.5000,4072.0000,3941.0000,3877.0000,3690.5000,3646.0000,2976.5000,2600.0000,2561.0000,2976.0000,2804.5000,2241.5000,2035.0000,1988.0000,2141.0000,1958.0000,3115.0000,3039.5000,3016.5000
4495.5000,4110.0000,3935.0000,3866.5000,3710.5000,3659.5000,2958.0000,2663.0000,2592.0000,3039.0000,2809.0000,2231.0000,2057.0000,2062.5000,2177.0000,1976.0000,3176.0000,3042.5000,3042.5000
4421.5000,4048.5000,3876.5000,3858.5000,3654.0000,3635.0000,2921.5000,2649.0000,2562.0000,2929.5000,2778.0000,2175.5000,2003.5000,2006.5000,2136.5000,1958.5000,3105.0000,3010.0000,2988.5000
4449.0000,4089.0000,3906.0000,3794.5000,3614.5000,3547.0000,2939.5000,2641.5000,2560.5000,3003.0000,2803.5000,2202.5000,2023.0000,1984.5000,2107.0000,1953.0000,3134.5000,2997.5000,3024.5000
4425.5000,4088.5000,3849.5000,3827.5000,3659.0000,3608.0000,2949.0000,2576.0000,2536.5000,2908.0000,2749.0000,2165.5000,2039.0000,1996.5000,2116.0000,1928.5000,3109.5000,3030.5000,2989.0000
4449.5000,4065.5000,3826.5000,3776.0000,3683.0000,3592.5000,2945.5000,2644.5000,2551.5000,2974.0000,2809.5000,2179.0000,2005.5000,2006.0000,2112.5000,1945.5000,3138.5000,3008.5000,3010.5000
4406.5000,4038.5000,3836.5000,3791.5000,3644.5000,3536.5000,2900.0000,2608.0000,2544.5000,2957.5000,2742.5000,2161.0000,1993.0000,1970.0000,2115.5000,1925.0000,3075.0000,2994.5000,2951.0000
4385.5000,4018.0000,3861.0000,3757.5000,3598.5000,3565.0000,2938.0000,2605.0000,2505.5000,2932.5000,2757.0000,2182.0000,2000.0000,1985.5000,2084.5000,1879.5000,3051.5000,2978.0000,2975.0000
4392.5000,3994.0000,3835.0000,3819.0000,3623.5000,3548.0000,2915.5000,2649.0000,2516.0000,2906.0000,2802.5000,2182.0000,1996.0000,1982.0000,2101.0000,1912.5000,3086.0000,2965.5000,2956.5000
4340.0000,3959.5000,3843.0000,3790.5000,3643.0000,3534.5000,2927.5000,2603.5000,2532.0000,2887.0000,2795.5000,2185.0000,1950.5000,1986.5000,2122.5000,1954.0000,3075.5000,2998.5000,2956.0000
4343.0000,3944.0000,3733.0000,3730.5000,3595.0000,3481.0000,2893.0000,2554.5000,2525.5000,2891.0000,2700.5000,2163.5000,1951.5000,1948.0000,2082.0000,1903.0000,3000.0000,2928.5000,2892.5000
4320.5000,3948.5000,3773.0000,3753.5000,3587.5000,3511.0000,2908.5000,2587.5000,2467.0000,2926.5000,2742.5000,2201.0000,1967.5000,1949.0000,2075.0000,1923.5000,3029.5000,2921.0000,2888.0000
4306.0000,4005.0000,3774.0000,3777.5000,3522.5000,3508.5000,2849.0000,2598.5000,2499.5000,2898.0000,2741.5000,2145.0000,1977.0000,1951.0000,2063.5000,1873.5000,3028.5000,2944.5000,2891.5000
4292.5000,3963.0000,3778.5000,3691.0000,3565.5000,3496.5000,2868.5000,2561.0000,2487.0000,2884.0000,2737.5000,2158.5000,1938.0000,1925.0000,2062.5000,1928.5000,3016.5000,2895.5000,2909.5000
4264.5000,3982.0000,3773.5000,3727.0000,3555.0000,3442.5000,2859.0000,2526.5000,2487.5000,2903.5000,2706.5000,2137.0000,1986.0000,1954.0000,2068.5000,1891.0000,3010.0000,2919.0000,2872.5000
4291.5000,3939.0000,3765.5000,3743.0000,3568.0000,3523.5000,2928.0000,2591.0000,2526.5000,2882.5000,2715.5000,2188.0000,1957.5000,1952.5000,2081.0000,1892.5000,3014.0000,2961.5000,2915.5000
4286.5000,3922.5000,3785.5000,3678.0000,3570.0000,3471.0000,2824.0000,2558.5000,2476.0000,2833.0000,2691.0000,2133.0000,1956.5000,1943.0000,2080.0000,1860.5000,2956.5000,2878.0000,2829.5000
4293.5000,3935.0000,3760.5000,3687.0000,3538.5000,3432.5000,2897.0000,2520.0000,2453.0000,2871.5000,2681.5000,2135.5000,1963.0000,1947.0000,2078.5000,1911.0000,2971.5000,2903.0000,2840.5000
4250.5000,3996.0000,3723.0000,3666.0000,3524.5000,3489.0000,2850.0000,2525.0000,2490.0000,2857.0000,2710.0000,2113.5000,1936.5000,1914.5000,2034.0000,1843.5000,2969.0000,2897.0000,2889.5000
4305.5000,3976.5000,3759.0000,3743.5000,3540.5000,3473.5000,2900.0000,2588.5000,2520.5000,2876.5000,2699.0000,2168.5000,1961.0000,1971.0000,2115.0000,1910.5000,3013.0000,2910.5000,2906.5000
4346.5000,3933.5000,3772.5000,3695.0000,3561.5000,3484.0000,2853.0000,2553.0000,2498.5000,2890.5000,2675.5000,2124.0000,1959.5000,1883.5000,2074.0000,1876.0000,2980.5000,2932.5000,2893.0000
4269.5000,3962.0000,3728.5000,3733.5000,3573.5000,3520.0000,2866.0000,2550.5000,2447.5000,2893.5000,2736.5000,2200.5000,1957.5000,1909.0000,2102.5000,1928.5000,3041.5000,2926.5000,2937.0000
4335.5000,3955.0000,3777.5000,3750.5000,3588.5000,3500.5000,2861.0000,2559.5000,2480.5000,2882.5000,2663.5000,2168.0000,1950.0000,1948.0000,2060.5000,1831.5000,2994.0000,2891.5000,2916.0000
4307.0000,3893.0000,3761.0000,3742.5000,3532.5000,3513.0000,2850.5000,2509.0000,2517.0000,2881.0000,2765.0000,2151.0000,1917.5000,1960.5000,2094.5000,1883.5000,2989.5000,2950.5000,2924.0000
4305.0000,3917.5000,3753.5000,3682.0000,3549.5000,3461.5000,2861.5000,2558.0000,2457.5000,2848.5000,2664.5000,2097.0000,1965.5000,1950.0000,2052.5000,1866.5000,2941.5000,2879.0000,2871.0000
4281.0000,3933.5000,3717.5000,3723.0000,3523.0000,3475.0000,2824.5000,2537.0000,2489.5000,2866.5000,2693.0000,2133.0000,1963.0000,1927.5000,2045.0000,1908.0000,3029.0000,2893.5000,2836.0000
4223.5000,3875.0000,3699.0000,3662.0000,3515.5000,3454.0000,2809.0000,2547.0000,2450.0000,2857.5000,2707.0000,2119.5000,1959.0000,1932.0000,2041.5000,1865.5000,2948.0000,2942.5000,2881.5000
4205.5000,3885.5000,3676.5000,3678.0000,3513.5000,3453.5000,2821.5000,2502.0000,2437.0000,2852.0000,2659.0000,2103.0000,1918.0000,1905.0000,2053.0000,1856.0000,2939.5000,2890.0000,2860.5000
