SP_21.csv,SP_22.csv,SP_23.csv,SP_24.csv,SP_25.csv,SP_26.csv,SP_27.csv,SP_28.csv,SP_29.csv,SP_30.csv,SP_31.csv,SP_32.csv,SP_33.csv,SP_34.csv,SP_35.csv,SP_36.csv,SP_37.csv,SP_38.csv,SP_39.csv
14257.0000,12996.0000,12432.5000,12185.5000,11660.5000,11369.0000,8407.5000,7786.0000,7635.0000,9510.5000,9060.5000,6638.5000,6358.0000,6300.0000,6285.0000,6002.0000,10814.0000,10540.5000,10383.5000
14900.5000,13634.0000,12934.5000,12596.0000,12313.0000,11904.0000,8789.5000,8129.5000,7936.5000,9922.5000,9573.0000,6995.0000,6655.0000,6597.0000,6528.0000,6258.0000,11314.0000,11066.0000,10969.0000
15693.5000,14344.5000,13626.0000,13260.0000,12790.5000,12571.0000,9136.5000,8517.0000,8237.0000,10441.0000,10004.5000,7314.5000,7000.5000,6950.0000,6867.0000,6556.0000,11991.5000,11617.0000,11660.5000
16526.5000,15083.0000,14351.5000,14000.5000,13488.0000,13233.0000,9657.0000,8898.0000,8661.0000,11005.5000,10617.0000,7684.5000,7391.0000,7326.5000,7235.0000,6920.0000,12718.0000,12391.0000,12201.5000
17457.0000,16024.5000,15268.5000,14909.5000,14418.5000,14032.0000,10094.5000,9433.5000,9125.0000,11725.0000,11306.0000,8241.0000,7838.0000,7800.0000,7703.0000,7411.0000,13480.5000,13150.0000,13041.0000
18569.0000,16902.0000,16247.5000,15870.0000,15357.5000,14954.5000,10746.5000,9925.5000,9628.5000,12513.5000,12017.0000,8701.5000,8432.5000,8302.0000,8205.0000,7826.0000,14361.5000,14136.0000,14019.5000
19793.5000,18053.0000,17288.0000,17024.5000,16286.0000,16012.5000,11435.5000,10615.0000,10376.0000,13365.0000,12798.0000,9351.5000,9021.5000,8912.5000,8779.0000,8408.0000,15515.0000,15105.0000,15064.5000
21402.5000,19475.0000,18767.0000,18101.0000,17583.5000,17162.0000,12175.5000,11478.0000,11083.5000,14470.0000,13852.0000,9979.5000,9708.5000,9575.5000,9509.0000,9132.5000,16678.5000,16284.5000,16170.5000
22794.0000,20808.0000,20006.0000,19408.5000,18809.5000,18388.5000,13006.5000,12297.0000,11903.0000,15395.0000,14924.5000,10805.5000,10480.0000,10346.0000,10171.0000,9861.0000,17895.0000,17475.0000,17361.0000
24605.0000,22362.5000,21392.5000,20894.0000,20169.0000,19863.5000,14056.5000,13149.0000,12791.0000,16507.0000,15905.0000,11691.0000,11234.0000,11163.0000,10967.0000,10642.5000,19210.5000,18718.5000,18508.0000
26112.0000,23923.5000,22900.5000,22355.0000,21539.0000,21108.5000,15088.5000,14074.5000,13753.0000,17743.5000,17033.5000,12512.5000,12177.5000,11955.0000,11798.0000,11390.5000,20480.0000,20043.5000,19933.5000
27823.5000,25344.0000,24299.5000,23804.0000,23077.0000,22529.5000,15996.0000,14873.5000,14622.5000,18862.5000,18218.0000,13428.5000,13022.0000,12935.0000,12593.0000,12099.0000,21828.0000,21470.5000,21116.0000
29284.0000,26772.5000,25621.5000,25013.5000,24333.0000,23840.5000,16884.5000,15790.5000,15466.0000,19827.0000,19214.5000,14352.0000,13869.5000,13645.5000,13424.0000,12909.0000,23159.5000,22682.5000,22417.5000
30357.0000,27772.5000,26670.0000,26185.0000,25330.0000,24749.5000,17577.0000,16437.0000,16108.5000,20682.5000,20023.0000,15005.0000,14517.0000,14334.0000,14083.5000,13607.5000,24280.0000,23702.0000,23345.0000
31066.5000,28402.5000,27278.5000,26674.0000,25837.0000,25282.0000,18019.5000,16933.0000,16474.0000,21212.0000,20509.5000,15412.0000,14941.0000,14742.0000,14463.0000,14010.0000,24907.0000,24361.5000,24026.5000
31227.0000,28492.5000,27250.5000,26814.5000,26002.5000,25391.0000,18088.0000,16969.5000,16538.5000,21212.0000,20610.5000,15629.0000,15045.0000,14969.5000,14571.0000,14148.0000,24926.0000,24500.0000,24139.5000
30579.0000,27909.5000,26915.5000,26337.0000,25434.5000,24990.5000,17772.0000,16597.0000,16214.5000,20884.5000,20150.5000,15247.0000,14834.0000,14632.5000,14416.0000,13906.0000,24617.0000,24029.0000,23787.0000
29387.5000,26828.0000,25609.0000,25178.0000,24336.0000,23810.0000,17167.5000,16006.0000,15577.5000,19949.5000,19302.5000,14693.0000,14193.5000,14021.0000,13779.0000,13282.5000,23581.5000,23072.0000,22640.5000
27724.0000,25228.0000,24145.0000,23650.0000,22944.0000,22463.0000,16164.0000,15112.0000,14632.5000,18866.0000,18135.5000,13740.0000,13304.0000,13129.0000,12958.0000,12464.5000,22043.0000,21468.5000,21410.5000
25680.0000,23402.0000,22294.0000,21904.5000,21229.0000,20712.5000,14963.0000,13934.0000,13533.0000,17228.0000,16804.5000,12651.0000,12197.5000,12101.0000,11937.0000,11440.5000,20330.0000,19823.0000,19731.0000
23727.5000,21570.5000,20665.0000,20154.5000,19452.5000,19096.0000,13811.0000,12982.5000,12490.5000,15955.5000,15370.5000,11629.0000,11252.0000,11064.0000,10877.5000,10459.5000,18691.5000,18184.5000,18001.5000
21830.5000,19880.5000,18893.5000,18550.5000,17956.5000,17514.5000,12741.5000,11855.5000,11557.0000,14714.0000,14128.0000,10582.0000,10166.0000,10033.0000,9916.5000,9546.5000,17122.0000,16570.5000,16352.5000
20136.0000,18407.0000,17408.0000,17116.0000,16485.5000,16142.5000,11797.0000,10870.0000,10654.5000,13452.0000,12992.5000,9678.0000,9289.5000,9209.5000,9043.0000,8714.5000,15530.5000,15132.5000,14958.0000
18675.0000,17030.5000,16215.0000,15719.5000,15322.0000,15002.0000,11036.5000,10224.5000,9952.5000,12447.5000,11939.5000,8936.5000,8626.0000,8493.0000,8373.0000,8093.5000,14337.0000,14112.0000,13803.5000
17479.0000,15724.5000,15168.5000,14841.0000,14270.5000,13934.5000,10356.5000,9554.0000,9290.5000,11675.5000,11163.0000,8279.0000,7887.5000,7901.5000,7883.0000,7456.5000,13350.5000,12951.0000,12745.0000
16615.5000,15014.0000,14306.0000,13966.0000,13448.5000,13149.0000,9837.5000,9033.0000,8865.0000,11065.0000,10676.0000,7836.5000,7479.0000,7421.5000,7340.5000,7064.5000,12432.5000,12176.0000,12017.0000
15720.0000,14326.5000,13567.0000,13268.0000,12846.5000,12477.5000,9356.0000,8612.0000,8416.0000,10423.0000,10051.0000,7452.0000,7066.5000,7048.0000,7022.0000,6699.5000,11904.5000,11530.5000,11397.5000
15190.0000,13828.5000,13143.5000,12861.0000,12441.0000,12161.5000,9120.5000,8449.5000,8225.5000,10131.5000,9771.5000,7217.5000,6906.5000,6800.5000,6871.0000,6468.5000,11493.5000,11199.5000,11024.0000
14743.5000,13351.5000,12760.0000,12383.0000,11903.5000,11737.5000,8885.5000,8204.0000,7959.5000,9890.0000,9460.0000,6961.0000,6689.5000,6521.5000,6575.0000,6269.0000,10946.0000,10716.0000,10534.0000
14588.0000,13073.5000,12468.0000,12211.5000,11792.5000,11524.5000,8782.0000,8075.5000,7907.5000,9761.5000,9305.5000,6901.5000,6517.5000,6512.0000,6462.5000,6235.0000,10781.5000,10421.0000,10330.0000
14335.0000,12975.0000,12297.5000,12118.5000,11611.5000,11312.0000,8805.5000,8007.5000,7761.0000,9662.0000,9145.0000,6820.0000,6529.5000,6373.5000,6381.5000,6108.5000,10539.5000,10271.0000,10107.0000
14248.0000,12874.5000,12204.5000,11991.0000,11507.5000,11284.0000,8763.0000,7993.5000,7758.0000,9561.5000,9095.0000,6782.5000,6445.5000,6441.0000,6385.0000,6110.0000,10413.0000,10056.0000,9913.5000
13976.5000,12487.0000,11906.0000,11620.5000,11190.0000,10948.5000,8506.0000,7834.0000,7571.0000,9304.0000,8815.5000,6583.5000,6276.5000,6220.5000,6233.5000,5968.0000,10053.0000,9795.5000,9630.5000
13328.5000,12054.5000,11522.5000,11185.5000,10838.5000,10501.0000,8294.5000,7593.5000,7345.0000,8938.5000,8557.5000,6381.0000,6129.5000,6037.0000,6108.0000,5799.5000,9728.5000,9368.5000,9315.5000
12657.0000,11394.5000,10883.5000,10589.0000,10215.5000,10066.5000,7869.0000,7133.5000,6964.5000,8442.5000,8067.0000,6075.5000,5745.5000,5677.0000,5805.5000,5516.5000,9183.0000,8929.0000,8873.5000
11974.5000,10848.0000,10355.5000,10094.0000,9725.5000,9500.5000,7366.5000,6800.5000,6655.0000,7997.0000,7663.0000,5793.5000,5474.5000,5395.5000,5430.5000,5144.0000,8785.5000,8546.5000,8435.0000
11391.5000,10313.0000,9866.0000,9639.0000,9254.0000,9082.0000,7123.0000,6479.0000,6292.5000,7549.5000,7272.0000,5483.0000,5176.0000,5088.5000,5142.5000,4944.5000,8325.5000,8205.5000,8099.0000
11038.5000,10012.5000,9590.5000,9413.5000,9071.0000,8885.5000,6885.0000,6329.5000,6097.5000,7379.0000,7079.0000,5272.5000,5039.5000,4966.5000,4985.5000,4761.5000,8112.0000,7911.5000,7788.0000
10767.5000,9775.0000,9401.5000,9138.0000,8834.5000,8677.0000,6650.0000,6128.0000,5980.0000,7204.0000,6905.5000,5141.0000,4922.5000,4862.0000,4867.0000,4630.0000,7953.5000,7814.0000,7611.5000
10570.5000,9615.0000,9234.0000,9020.0000,8731.0000,8574.5000,6530.5000,6041.5000,5868.0000,7026.0000,6834.0000,5014.5000,4836.5000,4776.5000,4818.5000,4610.5000,7854.0000,7673.0000,7493.0000
10388.5000,9452.0000,9000.0000,8900.5000,8542.5000,8443.5000,6446.5000,5923.0000,5746.5000,6928.5000,6693.0000,4974.0000,4720.0000,4670.5000,4728.0000,4491.0000,7752.5000,7516.5000,7456.0000
10318.5000,9385.0000,8974.0000,8791.0000,8484.0000,8288.5000,6327.0000,5794.5000,5689.0000,6917.5000,6545.5000,4886.0000,4666.5000,4574.5000,4654.0000,4464.0000,7617.0000,7400.5000,7378.5000
10154.5000,9275.0000,8807.0000,8689.5000,8410.0000,8175.0000,6337.0000,5779.0000,5656.0000,6770.0000,6489.5000,4889.0000,4634.0000,4581.5000,4624.5000,4367.0000,7535.5000,7398.5000,7319.0000
10129.0000,9248.0000,8886.5000,8662.5000,8289.0000,8124.0000,6361.0000,5789.5000,5572.5000,6788.0000,6424.5000,4822.5000,4621.5000,4511.0000,4600.5000,4343.0000,7546.0000,7332.5000,7193.5000
10126.5000,9201.5000,8779.5000,8605.0000,8269.0000,8125.0000,6266.5000,5727.0000,5617.0000,6757.0000,6486.0000,4830.5000,4627.0000,4544.5000,4587.5000,4386.0000,7430.5000,7218.0000,7209.5000
10052.5000,9146.0000,8737.5000,8481.5000,8245.0000,8078.0000,6268.5000,5759.5000,5637.5000,6707.0000,6353.5000,4781.0000,4547.0000,4473.5000,4575.5000,4325.0000,7402.0000,7294.0000,7130.5000
10011.5000,9072.0000,8671.0000,8620.5000,8227.5000,8070.0000,6239.0000,5740.0000,5531.5000,6677.5000,6399.5000,4775.0000,4534.0000,4484.0000,4565.0000,4265.5000,7404.5000,7261.5000,7195.5000
10047.5000,9135.5000,8818.0000,8598.5000,8304.0000,8119.0000,6257.0000,5785.5000,5603.0000,6807.0000,6388.0000,4839.0000,4532.0000,4488.0000,4597.5000,4332.0000,7453.0000,7271.5000,7150.0000
10131.0000,9219.5000,8811.0000,8634.0000,8316.5000,8120.5000,6311.5000,5807.0000,5612.5000,6742.5000,6406.0000,4820.0000,4569.5000,4496.0000,4579.0000,4345.5000,7408.0000,7185.0000,7160.5000
10235.5000,9298.0000,8841.0000,8685.5000,8381.5000,8198.5000,6326.0000,5864.5000,5691.5000,6787.5000,6566.0000,4887.5000,4640.0000,4504.5000,4625.0000,4399.0000,7533.5000,7319.0000,7170.0000
10295.0000,9410.5000,8957.5000,8807.5000,8470.0000,8230.0000,6453.0000,5839.0000,5770.5000,6887.5000,6647.5000,4877.5000,4658.0000,4579.0000,4707.0000,4400.0000,7521.5000,7413.5000,7250.5000
10471.0000,9537.0000,9102.0000,8980.0000,8570.0000,8443.5000,6494.5000,6003.0000,5860.5000,6992.5000,6752.5000,4957.5000,4774.5000,4777.5000,4803.5000,4518.5000,7667.5000,7543.5000,7430.5000
10712.5000,9691.0000,9332.0000,9128.0000,8754.5000,8579.5000,6634.0000,6135.5000,5877.0000,7087.5000,6843.5000,5093.5000,4845.0000,4813.0000,4838.5000,4617.5000,7880.0000,7635.0000,7657.5000
10865.0000,9933.5000,9624.0000,9409.5000,8986.0000,8797.0000,6755.0000,6241.5000,6081.5000,7238.0000,7023.5000,5249.5000,4985.5000,4904.5000,4984.5000,4749.5000,8023.0000,7869.0000,7734.5000
11247.0000,10271.5000,9788.0000,9642.0000,9194.0000,9153.0000,7018.5000,6425.0000,6257.0000,7474.5000,7243.0000,5425.5000,5144.5000,5099.0000,5130.5000,4872.5000,8356.0000,8058.5000,7979.5000
11518.5000,10594.0000,10139.0000,9872.0000,9548.5000,9345.5000,7208.5000,6652.5000,6453.5000,7727.0000,7408.5000,5566.5000,5361.0000,5291.0000,5285.0000,5077.5000,8522.0000,8352.0000,8203.0000
11713.0000,10786.0000,10359.5000,10114.5000,9722.0000,9566.5000,7278.5000,6697.5000,6454.0000,7872.5000,7582.0000,5729.5000,5487.5000,5371.5000,5404.5000,5160.0000,8746.0000,8508.5000,8508.0000
11789.5000,10837.0000,10391.0000,10099.5000,9764.0000,9540.5000,7344.5000,6797.5000,6584.0000,8008.0000,7642.0000,5814.5000,5525.0000,5423.0000,5478.0000,5242.5000,8872.5000,8638.0000,8545.0000
11790.5000,10787.0000,10349.5000,10109.5000,9721.0000,9663.0000,7324.0000,6741.5000,6506.0000,7923.5000,7609.0000,5768.0000,5518.0000,5427.5000,5415.0000,5203.5000,8956.0000,8693.5000,8596.5000
11614.5000,10670.0000,10091.5000,10054.5000,9578.5000,9511.0000,7145.0000,6623.5000,6430.0000,7837.5000,7515.0000,5654.5000,5438.0000,5324.5000,5414.0000,5096.5000,8827.0000,8592.0000,8570.5000
11317.5000,10334.0000,9921.0000,9765.0000,9369.0000,9194.5000,7068.0000,6470.5000,6278.0000,7588.0000,7375.5000,5610.0000,5356.0000,5277.0000,5282.5000,5022.0000,8656.0000,8462.0000,8314.5000
11099.5000,10151.0000,9618.0000,9361.0000,9069.0000,8939.5000,6860.5000,6270.5000,6173.0000,7489.5000,7109.5000,5378.0000,5135.5000,5109.5000,5150.0000,4926.0000,8446.0000,8227.5000,8086.0000
10740.0000,9657.5000,9336.5000,9156.0000,8872.0000,8664.0000,6653.0000,6045.5000,5907.5000,7147.5000,6893.5000,5241.5000,5001.0000,4917.5000,4994.0000,4710.5000,8140.0000,7925.0000,7802.0000
10427.5000,9440.0000,8990.5000,8876.5000,8573.0000,8380.0000,6444.5000,5923.5000,5739.5000,6976.5000,6705.0000,4997.5000,4824.5000,4731.5000,4797.5000,4575.0000,7770.5000,7601.0000,7559.5000
10171.0000,9247.0000,8842.5000,8667.5000,8264.5000,8205.0000,6324.5000,5818.0000,5649.0000,6814.0000,6521.0000,4949.0000,4645.5000,4555.0000,4680.0000,4438.5000,7574.5000,7325.5000,7266.5000
9922.0000,9068.5000,8667.5000,8518.5000,8212.5000,8006.0000,6253.5000,5674.5000,5585.5000,6664.5000,6419.0000,4874.5000,4598.0000,4549.0000,4656.5000,4343.0000,7394.0000,7264.5000,7195.5000
9826.0000,8945.0000,8500.0000,8379.5000,8026.0000,7947.0000,6143.0000,5668.0000,5494.0000,6597.0000,6272.0000,4776.0000,4500.5000,4467.5000,4523.0000,4322.5000,7285.0000,7100.5000,7025.5000
9684.0000,8901.0000,8402.0000,8272.0000,7892.5000,7815.5000,6109.0000,5592.5000,5414.0000,6377.5000,6225.0000,4686.0000,4458.0000,4412.0000,4483.0000,4253.5000,7128.0000,6994.0000,6924.0000
9585.0000,8747.0000,8327.0000,8175.5000,7868.0000,7747.5000,5972.0000,5535.0000,5339.0000,6421.5000,6153.5000,4638.0000,4406.0000,4318.0000,4411.5000,4146.5000,7089.5000,6860.5000,6779.0000
9623.0000,8740.0000,8367.0000,8148.0000,7887.0000,7797.5000,6024.5000,5517.5000,5376.5000,6362.0000,6144.0000,4643.0000,4470.5000,4375.0000,4356.0000,4163.0000,7068.0000,6920.0000,6810.5000
9510.5000,8698.0000,8227.5000,8133.0000,7864.5000,7721.5000,6023.0000,5471.0000,5344.5000,6403.5000,6103.5000,4672.0000,4381.0000,4288.0000,4353.0000,4168.0000,7046.5000,6862.0000,6799.5000
9459.0000,8664.0000,8336.0000,8171.0000,7841.5000,7705.0000,5992.5000,5564.5000,5321.5000,6305.0000,6051.5000,4636.0000,4354.5000,4363.0000,4392.0000,4153.5000,6991.5000,6886.0000,6842.5000
9484.5000,8754.0000,8310.0000,8078.0000,7865.5000,7630.0000,6005.0000,5450.0000,5350.0000,6301.0000,6039.5000,4534.5000,4351.5000,4292.5000,4346.5000,4117.0000,7032.5000,6857.5000,6716.0000
9460.0000,8605.5000,8335.0000,8210.0000,7800.0000,7648.0000,5911.5000,5453.5000,5313.0000,6345.0000,6100.0000,4599.0000,4379.0000,4264.0000,4383.5000,4082.0000,7017.0000,6846.0000,6742.0000
9474.0000,8633.5000,8265.5000,8093.0000,7825.0000,7696.5000,5975.0000,5440.0000,5345.0000,6341.5000,6080.0000,4557.0000,4329.0000,4289.5000,4357.0000,4175.5000,7060.0000,6802.0000,6802.0000
9450.0000,8589.5000,8285.5000,8149.0000,7804.0000,7657.5000,5945.5000,5443.5000,5314.5000,6315.0000,6046.5000,4576.0000,4351.0000,4247.0000,4363.5000,4127.0000,7016.0000,6865.5000,6760.5000
9558.0000,8716.0000,8366.0000,8178.5000,7871.0000,7775.5000,6028.0000,5544.0000,5356.5000,6396.0000,6110.5000,4586.5000,4333.0000,4361.0000,4325.5000,4118.5000,7032.0000,6879.0000,6785.0000
9517.0000,8695.0000,8361.5000,8183.5000,7840.0000,7717.0000,5986.0000,5489.0000,5314.0000,6387.5000,6128.5000,4589.5000,4446.5000,4310.5000,4372.0000,4150.5000,7043.0000,6896.0000,6830.5000
9486.5000,8663.5000,8353.5000,8196.0000,7866.5000,7715.5000,5976.5000,5439.5000,5350.5000,6362.5000,6112.5000,4580.0000,4342.0000,4267.0000,4406.0000,4146.0000,7070.5000,6864.0000,6760.5000
9623.5000,8706.5000,8409.0000,8236.5000,7918.0000,7721.0000,5972.0000,5458.0000,5344.5000,6388.5000,6172.0000,4586.0000,4358.0000,4302.0000,4344.5000,4117.0000,7068.5000,6907.5000,6830.0000
9577.5000,8776.0000,8456.0000,8217.0000,7952.0000,7766.0000,6031.0000,5569.5000,5374.0000,6448.5000,6133.0000,4595.5000,4410.0000,4375.0000,4392.0000,4190.0000,7074.5000,6869.0000,6862.0000
9567.0000,8775.0000,8503.0000,8265.0000,7865.5000,7788.0000,6064.5000,5539.5000,5384.0000,6423.5000,6191.0000,4615.5000,4392.5000,4343.5000,4411.5000,4151.5000,7152.0000,6876.0000,6932.0000
9695.5000,8764.0000,8386.0000,8265.0000,7937.5000,7791.0000,6046.5000,5595.0000,5359.0000,6463.0000,6217.0000,4612.5000,4374.5000,4324.5000,4406.0000,4197.5000,7149.0000,6910.5000,6929.0000
9677.0000,8881.0000,8487.0000,8302.0000,8001.0000,7826.5000,6086.0000,5591.0000,5439.0000,6467.0000,6279.0000,4682.0000,4381.0000,4398.5000,4479.5000,4201.5000,7200.5000,7001.5000,6916.5000
9729.0000,8815.5000,8496.5000,8359.0000,8000.0000,7880.5000,6108.5000,5577.5000,5470.0000,6500.5000,6214.5000,4685.5000,4447.0000,4363.0000,4448.5000,4223.0000,7190.0000,7047.0000,6902.0000
9650.5000,8908.5000,8499.5000,8391.5000,8028.5000,7903.0000,6107.5000,5585.5000,5488.5000,6504.5000,6278.5000,4675.0000,4438.5000,4415.0000,4474.5000,4206.5000,7174.0000,6985.5000,6906.5000
9679.5000,8943.5000,8577.5000,8457.5000,8094.5000,7938.5000,6106.0000,5628.5000,5447.5000,6518.0000,6284.5000,4698.5000,4433.0000,4405.0000,4461.0000,4214.0000,7197.5000,7016.5000,6961.5000
9760.5000,8917.0000,8609.0000,8349.5000,8136.5000,7958.5000,6112.5000,5635.5000,5496.0000,6579.0000,6316.5000,4756.5000,4441.5000,4419.5000,4435.0000,4233.5000,7288.5000,7093.0000,6974.5000
9954.5000,9046.0000,8618.5000,8518.5000,8201.5000,7972.0000,6144.5000,5671.5000,5487.0000,6619.5000,6338.0000,4766.0000,4521.5000,4459.0000,4586.5000,4263.5000,7356.5000,7115.0000,7053.0000
9903.0000,9050.0000,8688.5000,8613.5000,8210.5000,8063.5000,6204.0000,5722.0000,5515.5000,6689.0000,6384.0000,4719.5000,4535.0000,4463.0000,4473.0000,4264.5000,7368.5000,7137.0000,7093.5000
9992.5000,9219.0000,8724.5000,8653.0000,8287.5000,8139.0000,6237.5000,5688.5000,5568.0000,6688.5000,6408.5000,4826.5000,4595.0000,4524.0000,4581.5000,4371.0000,7410.0000,7288.0000,7116.5000
10209.5000,9284.0000,8923.5000,8693.5000,8369.5000,8264.5000,6315.0000,5808.0000,5636.5000,6813.5000,6525.5000,4873.5000,4665.0000,4623.5000,4605.0000,4394.0000,7549.5000,7333.0000,7260.0000
10279.5000,9358.0000,8959.0000,8763.0000,8457.5000,8277.5000,6348.0000,5800.5000,5712.0000,6803.5000,6514.0000,4877.5000,4671.0000,4599.5000,4634.5000,4440.5000,7608.0000,7343.5000,7360.0000
10309.5000,9387.5000,9004.0000,8785.5000,8444.5000,8322.0000,6406.0000,5832.0000,5635.5000,6899.5000,6592.0000,4868.0000,4649.5000,4593.0000,4689.0000,4364.0000,7592.5000,7375.0000,7331.5000
10409.5000,9511.5000,9132.0000,8962.5000,8572.5000,8412.0000,6437.5000,5942.5000,5784.0000,7016.0000,6679.0000,4991.5000,4709.0000,4720.5000,4774.0000,4551.5000,7719.0000,7551.5000,7538.5000
10509.5000,9586.0000,9156.0000,9011.0000,8626.0000,8480.5000,6509.5000,5937.5000,5776.5000,7122.0000,6788.0000,5022.5000,4819.5000,4768.0000,4749.5000,4501.0000,7810.0000,7621.0000,7524.0000
10640.5000,9695.0000,9228.5000,9100.5000,8768.5000,8650.5000,6497.5000,6103.0000,5814.0000,7121.5000,6812.0000,5074.5000,4791.0000,4785.5000,4774.0000,4589.0000,7882.0000,7672.5000,7623.5000
10717.0000,9807.5000,9410.5000,9219.0000,8851.0000,8655.5000,6644.5000,6118.0000,5993.5000,7205.0000,6800.5000,5167.0000,4905.5000,4766.0000,4936.5000,4629.0000,7980.0000,7806.0000,7664.5000
10843.0000,9898.5000,9470.5000,9287.5000,8992.0000,8764.5000,6685.5000,6158.5000,5954.0000,7298.0000,6987.0000,5223.5000,4969.0000,4896.5000,4965.5000,4638.0000,8078.0000,7871.0000,7774.5000
11047.0000,9943.0000,9644.0000,9384.0000,9081.5000,8853.5000,6764.0000,6234.0000,6053.0000,7313.0000,7047.0000,5175.0000,5026.0000,4919.5000,4962.5000,4692.0000,8229.5000,7979.0000,7846.0000
11219.5000,10168.0000,9762.5000,9537.0000,9143.0000,8950.0000,6808.0000,6290.0000,6124.0000,7474.5000,7181.5000,5342.5000,5090.0000,4952.5000,5023.0000,4843.5000,8301.0000,8093.5000,7994.0000
11314.0000,10176.5000,9845.5000,9542.5000,9190.5000,9037.5000,6941.5000,6430.0000,6173.0000,7534.0000,7200.5000,5375.5000,5137.0000,5067.5000,5052.5000,4886.0000,8397.5000,8197.5000,8164.5000
11490.0000,10493.0000,9987.0000,9705.0000,9352.0000,9177.5000,7031.5000,6376.0000,6265.5000,7701.0000,7331.0000,5434.0000,5144.0000,5124.0000,5182.0000,4902.5000,8485.0000,8336.0000,8266.0000
11605.0000,10582.0000,10062.0000,9883.0000,9561.5000,9357.5000,7105.5000,6582.0000,6318.0000,7741.0000,7401.5000,5463.5000,5202.0000,5166.5000,5194.0000,4982.0000,8630.0000,8411.5000,8305.5000
11808.0000,10867.5000,10307.0000,10054.0000,9744.0000,9477.0000,7173.5000,6642.5000,6386.0000,7872.5000,7527.5000,5586.0000,5317.5000,5218.0000,5257.0000,5047.5000,8804.5000,8563.0000,8482.5000
12072.0000,10953.5000,10573.0000,10302.5000,9996.5000,9704.0000,7258.0000,6797.5000,6511.5000,8060.5000,7723.5000,5732.0000,5396.5000,5413.5000,5459.0000,5141.0000,8958.5000,8774.5000,8692.0000
12222.5000,11218.0000,10705.0000,10468.5000,10021.0000,9810.0000,7391.5000,6810.0000,6621.0000,8129.0000,7866.5000,5782.0000,5503.5000,5482.5000,5483.5000,5201.0000,9102.0000,8926.5000,8724.0000
12462.0000,11286.5000,10812.5000,10637.0000,10208.0000,10010.5000,7472.0000,6945.5000,6742.0000,8285.0000,7988.5000,5995.5000,5548.0000,5503.0000,5527.0000,5318.5000,9236.5000,9051.0000,8997.5000
12723.0000,11571.0000,10972.5000,10868.0000,10366.0000,10101.5000,7638.5000,7061.0000,6819.5000,8427.0000,8124.5000,5941.0000,5675.0000,5590.5000,5614.5000,5380.5000,9511.5000,9193.0000,9035.0000
12923.5000,11797.0000,11285.0000,11005.5000,10655.0000,10396.0000,7799.0000,7203.0000,6948.5000,8625.0000,8316.5000,6088.5000,5803.0000,5757.5000,5753.0000,5461.5000,9598.0000,9422.0000,9343.5000
13198.5000,12011.0000,11447.5000,11181.5000,10821.5000,10509.5000,7927.0000,7300.5000,7131.5000,8835.0000,8390.0000,6215.5000,5951.0000,5882.0000,5907.5000,5635.5000,9899.0000,9620.5000,9499.0000
13508.5000,12311.0000,11684.5000,11510.0000,11075.5000,10815.5000,8054.5000,7418.5000,7272.5000,8920.0000,8667.5000,6342.5000,6055.0000,5995.5000,6053.5000,5702.0000,10086.5000,9862.5000,9754.5000
13999.0000,12705.0000,12088.0000,11821.5000,11325.5000,11086.5000,8277.5000,7682.0000,7395.5000,9222.5000,8880.0000,6519.5000,6228.0000,6174.0000,6109.0000,5939.0000,10349.5000,10100.5000,9979.0000
14393.5000,13063.5000,12266.0000,12146.5000,11665.5000,11428.5000,8510.0000,7808.0000,7592.0000,9524.0000,9135.0000,6773.0000,6391.0000,6268.0000,6266.5000,6038.5000,10664.0000,10382.0000,10239.5000
14798.5000,13464.5000,12860.5000,12502.5000,11997.0000,11756.5000,8755.0000,8109.0000,7822.0000,9800.5000,9399.0000,6791.0000,6566.5000,6496.0000,6504.5000,6185.0000,11029.5000,10671.5000,10568.0000
15300.5000,13837.5000,13257.0000,12868.0000,12434.5000,12114.5000,9026.5000,8283.0000,8011.5000,10172.0000,9675.0000,7039.0000,6797.0000,6626.0000,6606.5000,6356.5000,11231.0000,11058.5000,10843.5000
15806.5000,14288.5000,13655.0000,13299.5000,12806.5000,12574.0000,9255.5000,8607.5000,8328.0000,10595.0000,10097.0000,7310.5000,6992.5000,6988.5000,6929.5000,6617.0000,11706.5000,11484.0000,11436.0000
16470.0000,14840.0000,14254.5000,13853.5000,13336.0000,13162.5000,9592.0000,9000.0000,8661.5000,10994.0000,10586.0000,7570.0000,7280.5000,7122.0000,7130.5000,6877.5000,12243.0000,11949.0000,11896.5000
17318.0000,15651.5000,14933.0000,14579.5000,14030.5000,13775.5000,10016.0000,9250.5000,8965.0000,11464.0000,11057.5000,7894.0000,7578.5000,7528.5000,7442.0000,7121.0000,12822.5000,12501.0000,12369.0000
18230.0000,16381.5000,15646.5000,15216.0000,14615.0000,14391.5000,10460.5000,9759.0000,9414.0000,12083.0000,11530.0000,8303.5000,7972.5000,7846.5000,7830.5000,7488.5000,13450.0000,13176.0000,12986.0000
19055.5000,17395.5000,16482.5000,16035.0000,15469.0000,15169.5000,11000.5000,10133.5000,9963.5000,12621.0000,12176.5000,8720.0000,8378.5000,8292.0000,8172.0000,7834.5000,14350.0000,13944.0000,13742.0000
