SP_23.csv,SP_24.csv,SP_25.csv,SP_26.csv,SP_27.csv,SP_28.csv,SP_29.csv,SP_30.csv,SP_31.csv,SP_36.csv,SP_37.csv,SP_38.csv,SP_39.csv,SP_40.csv
4876.0000,4568.5000,5737.0000,5541.5000,4883.0000,4241.0000,4862.5000,4050.5000,4695.5000,7535.5000,7289.5000,7424.0000,7555.5000,6953.0000
4862.5000,4544.0000,5765.5000,5508.0000,4908.0000,4233.0000,4777.0000,4021.5000,4734.0000,7583.5000,7259.0000,7351.5000,7553.5000,7012.0000
4862.5000,4533.5000,5709.5000,5513.0000,4841.0000,4207.5000,4779.0000,3996.0000,4730.0000,7504.5000,7283.0000,7429.5000,7483.0000,6951.5000
4880.0000,4523.0000,5753.5000,5580.5000,4914.0000,4220.5000,4806.0000,4031.5000,4724.0000,7544.5000,7282.0000,7355.0000,7510.5000,7015.0000
4885.0000,4498.0000,5711.5000,5508.5000,4915.5000,4196.5000,4735.5000,3989.5000,4673.5000,7563.5000,7233.0000,7304.5000,7485.0000,6893.0000
4809.0000,4440.5000,5708.0000,5485.0000,4846.0000,4156.5000,4787.0000,4000.0000,4663.5000,7557.5000,7260.5000,7354.0000,7490.0000,6895.0000
4880.5000,4548.0000,5737.5000,5491.0000,4891.5000,4189.0000,4756.0000,4034.5000,4683.0000,7540.5000,7189.0000,7398.0000,7546.0000,6980.5000
4840.5000,4450.5000,5671.5000,5490.5000,4819.0000,4132.5000,4730.0000,3957.5000,4632.0000,7465.5000,7176.5000,7369.0000,7426.0000,6896.0000
4802.0000,4443.5000,5683.0000,5471.5000,4800.5000,4132.0000,4772.5000,3958.5000,4644.5000,7486.0000,7180.5000,7319.0000,7504.0000,6910.0000
4797.0000,4468.0000,5666.5000,5427.0000,4820.5000,4182.5000,4732.5000,4001.0000,4673.5000,7530.0000,7185.5000,7341.5000,7465.5000,6885.0000
4892.5000,4455.5000,5712.5000,5521.5000,4907.5000,4239.5000,4821.0000,4034.5000,4690.0000,7476.0000,7242.0000,7304.5000,7475.5000,6956.5000
4794.0000,4435.0000,5714.5000,5506.0000,4888.5000,4220.5000,4786.5000,3997.0000,4598.0000,7491.5000,7203.0000,7344.5000,7513.5000,6955.0000
