Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc
T1_thiram_conc,Thiram Concentration,RF,p1,0,0.7370324470612202,0.7318053998780799
T1_thiram_conc,Thiram Concentration,RF,p1,1,0.640075138886549,0.706609643857543
T1_thiram_conc,Thiram Concentration,RF,p1,2,0.6507674719690608,0.6419551282051282
T1_thiram_conc,Thiram Concentration,RF,p1,3,0.6948752622606871,0.7661508704061896
T1_thiram_conc,Thiram Concentration,RF,p1,4,0.5087917060808838,0.552445818070818
T1_thiram_conc,Thiram Concentration,SVM,p1,0,0.706298098719663,0.7000860322891471
T1_thiram_conc,Thiram Concentration,SVM,p1,1,0.6773760175882817,0.7403801520608243
T1_thiram_conc,Thiram Concentration,SVM,p1,2,0.6131565269723165,0.605496794871795
T1_thiram_conc,Thiram Concentration,SVM,p1,3,0.7547273976179933,0.7830754352030947
T1_thiram_conc,Thiram Concentration,SVM,p1,4,0.562168346449644,0.5611263736263736
T1_thiram_conc,Thiram Concentration,PLS-DA,p1,0,0.4666269222867792,0.5083770868975281
T1_thiram_conc,Thiram Concentration,PLS-DA,p1,1,0.6264955819022189,0.6933173269307723
T1_thiram_conc,Thiram Concentration,PLS-DA,p1,2,0.6035074395625439,0.5950801282051282
T1_thiram_conc,Thiram Concentration,PLS-DA,p1,3,0.6929737763279691,0.7661901157738346
T1_thiram_conc,Thiram Concentration,PLS-DA,p1,4,0.5680353113346472,0.5615270146520146
T2_mg_conc,MG Concentration,RF,p1,0,0.4926978681695663,0.4935383244206773
T2_mg_conc,MG Concentration,RF,p1,1,0.5142939302560613,0.5113211402773189
T2_mg_conc,MG Concentration,RF,p1,2,0.3762668246279023,0.5082046332046333
T2_mg_conc,MG Concentration,RF,p1,3,0.4593860071459341,0.4404101140918902
T2_mg_conc,MG Concentration,RF,p1,4,0.3963900376943855,0.3912475470957613
T2_mg_conc,MG Concentration,SVM,p1,0,0.4436505421870297,0.4509556347791641
T2_mg_conc,MG Concentration,SVM,p1,1,0.3218298709773802,0.3112148022034181
T2_mg_conc,MG Concentration,SVM,p1,2,0.366270739368177,0.4983108108108108
T2_mg_conc,MG Concentration,SVM,p1,3,0.2968639887244538,0.3061594202898551
T2_mg_conc,MG Concentration,SVM,p1,4,0.4206402257872846,0.4212176216640502
T2_mg_conc,MG Concentration,PLS-DA,p1,0,0.4079683994727963,0.4590017825311943
T2_mg_conc,MG Concentration,PLS-DA,p1,1,0.3715780998389694,0.3987529540314589
T2_mg_conc,MG Concentration,PLS-DA,p1,2,0.3237259143348061,0.4647683397683397
T2_mg_conc,MG Concentration,PLS-DA,p1,3,0.2867513611615245,0.3528985507246377
T2_mg_conc,MG Concentration,PLS-DA,p1,4,0.3327896451047503,0.3526123430141287
T3_mba_conc,MBA Concentration,RF,p1,0,0.5986935094623356,0.5986197165544992
T3_mba_conc,MBA Concentration,RF,p1,1,0.6967888126531951,0.7087406871558104
T3_mba_conc,MBA Concentration,RF,p1,2,0.5477237429625315,0.5565217391304348
T3_mba_conc,MBA Concentration,RF,p1,3,0.3493651491446968,0.2997582205029013
T3_mba_conc,MBA Concentration,RF,p1,4,0.8230298913043479,0.8675442684063374
T3_mba_conc,MBA Concentration,SVM,p1,0,0.5509786630943483,0.5405935085282911
T3_mba_conc,MBA Concentration,SVM,p1,1,0.6135786398551293,0.6336555484338818
T3_mba_conc,MBA Concentration,SVM,p1,2,0.5461519553606048,0.573143115942029
T3_mba_conc,MBA Concentration,SVM,p1,3,0.4127689488087168,0.3866779497098646
T3_mba_conc,MBA Concentration,SVM,p1,4,0.8434321013989341,0.8847856477166822
T3_mba_conc,MBA Concentration,PLS-DA,p1,0,0.6245937177477606,0.637440355375138
T3_mba_conc,MBA Concentration,PLS-DA,p1,1,0.7033380253509854,0.7345781782463306
T3_mba_conc,MBA Concentration,PLS-DA,p1,2,0.4540169869117237,0.5602355072463768
T3_mba_conc,MBA Concentration,PLS-DA,p1,3,0.3770308123249299,0.3594970986460348
T3_mba_conc,MBA Concentration,PLS-DA,p1,4,0.6071510491645413,0.6564505392091599
T4_thiram_pres,Thiram Presence,RF,p1,0,0.9623231132075472,0.9513808975834293
T4_thiram_pres,Thiram Presence,RF,p1,1,0.9279578739509626,0.9427210884353742
T4_thiram_pres,Thiram Presence,RF,p1,2,0.7630634224172318,0.71875
T4_thiram_pres,Thiram Presence,RF,p1,3,0.8687830687830688,0.8974358974358974
T4_thiram_pres,Thiram Presence,RF,p1,4,0.7086568322981367,0.7561475409836065
T4_thiram_pres,Thiram Presence,SVM,p1,0,0.9938355569704512,0.990909090909091
T4_thiram_pres,Thiram Presence,SVM,p1,1,0.9593877551020408,0.9593877551020408
T4_thiram_pres,Thiram Presence,SVM,p1,2,0.8468428123600538,0.8020833333333333
T4_thiram_pres,Thiram Presence,SVM,p1,3,0.8793632075471698,0.905982905982906
T4_thiram_pres,Thiram Presence,SVM,p1,4,0.7603640040444894,0.7987249544626593
T4_thiram_pres,Thiram Presence,PLS-DA,p1,0,0.9072299651567944,0.8786536248561565
T4_thiram_pres,Thiram Presence,PLS-DA,p1,1,0.7688734030197444,0.7942176870748299
T4_thiram_pres,Thiram Presence,PLS-DA,p1,2,0.7336800573888091,0.6945833333333333
T4_thiram_pres,Thiram Presence,PLS-DA,p1,3,0.8740690589031821,0.9017094017094016
T4_thiram_pres,Thiram Presence,PLS-DA,p1,4,0.8368744226484812,0.8535974499089254
T5_mg_pres,MG Presence,RF,p1,0,0.9286214775323688,0.910377358490566
T5_mg_pres,MG Presence,RF,p1,1,0.6651442307692308,0.6499005399261154
T5_mg_pres,MG Presence,RF,p1,2,0.604939603106126,0.6062554489973844
T5_mg_pres,MG Presence,RF,p1,3,0.7669756953144575,0.7328767123287672
T5_mg_pres,MG Presence,RF,p1,4,0.7787114845938375,0.75
T5_mg_pres,MG Presence,SVM,p1,0,0.8040943480195817,0.7985674353598882
T5_mg_pres,MG Presence,SVM,p1,1,0.4496181630546956,0.4617789144643365
T5_mg_pres,MG Presence,SVM,p1,2,0.722637769261266,0.7318003487358327
T5_mg_pres,MG Presence,SVM,p1,3,0.8229015284389878,0.7806506849315068
T5_mg_pres,MG Presence,SVM,p1,4,0.7122040072859745,0.6923076923076923
T5_mg_pres,MG Presence,PLS-DA,p1,0,0.933755548644293,0.9470649895178196
T5_mg_pres,MG Presence,PLS-DA,p1,1,0.6885062611806798,0.6803069053708439
T5_mg_pres,MG Presence,PLS-DA,p1,2,0.6266107909900471,0.6361159546643418
T5_mg_pres,MG Presence,PLS-DA,p1,3,0.6617063492063492,0.6678082191780822
T5_mg_pres,MG Presence,PLS-DA,p1,4,0.925189393939394,0.908744557329463
T6_mba_pres,MBA Presence,RF,p1,0,0.8692140563007746,0.8811977445070971
T6_mba_pres,MBA Presence,RF,p1,1,0.9886648439280018,0.9850746268656716
T6_mba_pres,MBA Presence,RF,p1,2,0.8960240060015003,0.8683333333333334
T6_mba_pres,MBA Presence,RF,p1,3,0.818505791014382,0.7905250267870809
T6_mba_pres,MBA Presence,RF,p1,4,1.0,1.0
T6_mba_pres,MBA Presence,SVM,p1,0,0.830728476821192,0.8339004472097997
T6_mba_pres,MBA Presence,SVM,p1,1,0.8975255440821747,0.9170058796924468
T6_mba_pres,MBA Presence,SVM,p1,2,0.7231907894736842,0.6954166666666667
T6_mba_pres,MBA Presence,SVM,p1,3,0.9211469534050178,0.918184601255166
T6_mba_pres,MBA Presence,SVM,p1,4,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p1,0,0.8537399663770038,0.8640871086914252
T6_mba_pres,MBA Presence,PLS-DA,p1,1,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p1,2,0.789847381327087,0.7758333333333334
T6_mba_pres,MBA Presence,PLS-DA,p1,3,0.9137506688068486,0.9461962345017604
T6_mba_pres,MBA Presence,PLS-DA,p1,4,0.9327029559587698,0.9605072463768116
T7_mixture_order,Mixture Complexity,RF,p1,0,0.7803730890687413,0.779319095121151
T7_mixture_order,Mixture Complexity,RF,p1,1,0.8321773615891263,0.8128333654649444
T7_mixture_order,Mixture Complexity,RF,p1,2,0.6735601974604045,0.6645939779555898
T7_mixture_order,Mixture Complexity,RF,p1,3,0.697534008792287,0.7369674185463659
T7_mixture_order,Mixture Complexity,RF,p1,4,0.7621255124566383,0.7452380952380953
T7_mixture_order,Mixture Complexity,SVM,p1,0,0.7991242474001096,0.8224300999820962
T7_mixture_order,Mixture Complexity,SVM,p1,1,0.7387512899896801,0.7357978279030911
T7_mixture_order,Mixture Complexity,SVM,p1,2,0.7150366857551896,0.7094339471062695
T7_mixture_order,Mixture Complexity,SVM,p1,3,0.8014063903692512,0.825062656641604
T7_mixture_order,Mixture Complexity,SVM,p1,4,0.7166035592578569,0.6969187675070029
T7_mixture_order,Mixture Complexity,PLS-DA,p1,0,0.8710872482645385,0.8626744201690412
T7_mixture_order,Mixture Complexity,PLS-DA,p1,1,0.7503630660017747,0.7340948525159051
T7_mixture_order,Mixture Complexity,PLS-DA,p1,2,0.4294733665796443,0.4590684147948198
T7_mixture_order,Mixture Complexity,PLS-DA,p1,3,0.7078073866292659,0.7194235588972431
T7_mixture_order,Mixture Complexity,PLS-DA,p1,4,0.8115830115830116,0.7809523809523808
T1_thiram_conc,Thiram Concentration,1D-CNN,p1,0,0.28886544065923025,0.40118577075098816
T1_thiram_conc,Thiram Concentration,1D-CNN,p1,1,0.46287006578947365,0.4979471788715486
T1_thiram_conc,Thiram Concentration,1D-CNN,p1,2,0.3793426715848298,0.4496474358974359
T1_thiram_conc,Thiram Concentration,1D-CNN,p1,3,0.5676258971609056,0.6018122950130351
T1_thiram_conc,Thiram Concentration,1D-CNN,p1,4,0.36068592697624957,0.39659645909645913
T2_mg_conc,MG Concentration,1D-CNN,p1,0,0.3736566631706491,0.37883739354327584
T2_mg_conc,MG Concentration,1D-CNN,p1,1,0.3210410557184751,0.3700974371571277
T2_mg_conc,MG Concentration,1D-CNN,p1,2,0.04323784143904064,0.2533783783783784
T2_mg_conc,MG Concentration,1D-CNN,p1,3,0.2505122950819672,0.3521739130434782
T2_mg_conc,MG Concentration,1D-CNN,p1,4,0.3870246672266735,0.4090065737833595
T3_mba_conc,MBA Concentration,1D-CNN,p1,0,0.4480076721280398,0.479915785350568
T3_mba_conc,MBA Concentration,1D-CNN,p1,1,0.4049706799474827,0.5021702450860451
T3_mba_conc,MBA Concentration,1D-CNN,p1,2,0.5063956887102667,0.5856884057971015
T3_mba_conc,MBA Concentration,1D-CNN,p1,3,0.31245143745143744,0.28126208897485494
T3_mba_conc,MBA Concentration,1D-CNN,p1,4,0.7451292517006803,0.777536280122487
T4_thiram_pres,Thiram Presence,1D-CNN,p1,0,0.42587601078167114,0.5
T4_thiram_pres,Thiram Presence,1D-CNN,p1,1,0.4265129682997118,0.49333333333333335
T4_thiram_pres,Thiram Presence,1D-CNN,p1,2,0.43103448275862066,0.5
T4_thiram_pres,Thiram Presence,1D-CNN,p1,3,0.5502100038182512,0.5869565217391304
T4_thiram_pres,Thiram Presence,1D-CNN,p1,4,0.5873647556274095,0.712431693989071
T5_mg_pres,MG Presence,1D-CNN,p1,0,0.4274193548387097,0.5
T5_mg_pres,MG Presence,1D-CNN,p1,1,0.4346590909090909,0.5
T5_mg_pres,MG Presence,1D-CNN,p1,2,0.5269513991163476,0.5476242371403661
T5_mg_pres,MG Presence,1D-CNN,p1,3,0.43636363636363634,0.4931506849315068
T5_mg_pres,MG Presence,1D-CNN,p1,4,0.6582422586520947,0.6493105950653121
T6_mba_pres,MBA Presence,1D-CNN,p1,0,0.7534722222222222,0.7460626093719619
T6_mba_pres,MBA Presence,1D-CNN,p1,1,0.6841269841269841,0.6716417910447761
T6_mba_pres,MBA Presence,1D-CNN,p1,2,0.7215442544118313,0.6841666666666666
T6_mba_pres,MBA Presence,1D-CNN,p1,3,0.9498207885304659,0.9466554416041635
T6_mba_pres,MBA Presence,1D-CNN,p1,4,0.9596217735752619,0.9891304347826086
T7_mixture_order,Mixture Complexity,1D-CNN,p1,0,0.4858677129971975,0.5205733783309686
T7_mixture_order,Mixture Complexity,1D-CNN,p1,1,0.5242628205128205,0.5548968575284365
T7_mixture_order,Mixture Complexity,1D-CNN,p1,2,0.48462649169745614,0.5477053140096618
T7_mixture_order,Mixture Complexity,1D-CNN,p1,3,0.40959385145431665,0.4588972431077694
T7_mixture_order,Mixture Complexity,1D-CNN,p1,4,0.3874747474747475,0.38361344537815123
