Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
T6_mba_pres,MBA Presence,SVM,p2,0,0.8857216170192914,0.9046276492319658,0.892018779342723
T6_mba_pres,MBA Presence,SVM,p2,1,0.8629161882893226,0.8576436001809136,0.8793969849246231
T6_mba_pres,MBA Presence,SVM,p2,2,0.8497783811843629,0.8091666666666666,0.904040404040404
T6_mba_pres,MBA Presence,SVM,p2,3,0.7921146953405018,0.7900658196846777,0.8440860215053764
T6_mba_pres,MBA Presence,SVM,p2,4,1.0,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p2,0,0.8552209070666823,0.8704063776006222,0.863849765258216
T6_mba_pres,MBA Presence,PLS-DA,p2,1,0.9172606319790924,0.8991971958389868,0.9296482412060302
T6_mba_pres,MBA Presence,PLS-DA,p2,2,0.7954545454545454,0.7791666666666667,0.8585858585858586
T6_mba_pres,MBA Presence,PLS-DA,p2,3,0.9065729047072332,0.93555793662942,0.9247311827956988
T6_mba_pres,MBA Presence,PLS-DA,p2,4,0.959621773575262,0.9891304347826086,0.981012658227848
T7_mixture_order,Mixture Complexity,RF,p2,0,0.8181855491878762,0.804181633968868,0.8685446009389671
T7_mixture_order,Mixture Complexity,RF,p2,1,0.806008956353799,0.7887667887667887,0.8542713567839196
T7_mixture_order,Mixture Complexity,RF,p2,2,0.8058738801025552,0.7824908683869447,0.8484848484848485
T7_mixture_order,Mixture Complexity,RF,p2,3,0.783657090743274,0.7920426065162905,0.7849462365591398
T7_mixture_order,Mixture Complexity,RF,p2,4,0.7161714029136981,0.7166666666666667,0.8924050632911392
T7_mixture_order,Mixture Complexity,SVM,p2,0,0.9032934254810148,0.918214624645416,0.9107981220657276
T7_mixture_order,Mixture Complexity,SVM,p2,1,0.7191242514970059,0.7190572585309427,0.7839195979899497
T7_mixture_order,Mixture Complexity,SVM,p2,2,0.7404946793212539,0.7335885364782501,0.7828282828282829
T7_mixture_order,Mixture Complexity,SVM,p2,3,0.8238372643743488,0.8421052631578947,0.8225806451612904
T7_mixture_order,Mixture Complexity,SVM,p2,4,0.7459096459096459,0.7225490196078432,0.8544303797468354
T7_mixture_order,Mixture Complexity,PLS-DA,p2,0,0.9196320503510046,0.9215915170971352,0.9061032863849764
T7_mixture_order,Mixture Complexity,PLS-DA,p2,1,0.6363457581266398,0.6414594177752072,0.7236180904522613
T7_mixture_order,Mixture Complexity,PLS-DA,p2,2,0.6446245614427764,0.6208144541919728,0.6818181818181818
T7_mixture_order,Mixture Complexity,PLS-DA,p2,3,0.8222239886477718,0.8456140350877194,0.8172043010752689
T7_mixture_order,Mixture Complexity,PLS-DA,p2,4,0.912975912975913,0.8833333333333333,0.9556962025316456
T1b_thiram_3c,Thiram Semi-Quant,RF,p2,0,0.9072519452266287,0.8865377376246942,0.92018779342723
T1b_thiram_3c,Thiram Semi-Quant,RF,p2,1,0.6396898695825112,0.6708390022675736,0.6331658291457286
T1b_thiram_3c,Thiram Semi-Quant,RF,p2,2,0.6620744549149822,0.6436111111111111,0.6666666666666666
T1b_thiram_3c,Thiram Semi-Quant,RF,p2,3,0.7324751272119694,0.7297828289502665,0.7688172043010753
T1b_thiram_3c,Thiram Semi-Quant,RF,p2,4,0.7197684728359576,0.74826673964605,0.7341772151898734
T1b_thiram_3c,Thiram Semi-Quant,SVM,p2,0,0.8268821163317339,0.8360507246376812,0.8356807511737089
T1b_thiram_3c,Thiram Semi-Quant,SVM,p2,1,0.7254596000358712,0.7207256235827665,0.7135678391959799
T1b_thiram_3c,Thiram Semi-Quant,SVM,p2,2,0.7020535344241869,0.6852777777777778,0.696969696969697
T1b_thiram_3c,Thiram Semi-Quant,SVM,p2,3,0.8262502765814025,0.8150272381539727,0.8333333333333334
T1b_thiram_3c,Thiram Semi-Quant,SVM,p2,4,0.801219718647161,0.7948823207443897,0.8291139240506329
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p2,0,0.7808846737524812,0.7442758328627894,0.8028169014084507
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p2,1,0.5795168705004771,0.5941950113378685,0.5678391959798995
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p2,2,0.7153806747924394,0.7063888888888888,0.7070707070707071
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p2,3,0.7863653126811022,0.7773049645390072,0.8064516129032258
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p2,4,0.8061315172114613,0.7848202882685641,0.8291139240506329
T2b_mg_3c,MG Semi-Quant,RF,p2,0,0.7012322472848789,0.6718898385565053,0.7652582159624414
T2b_mg_3c,MG Semi-Quant,RF,p2,1,0.6015780376139565,0.6177581962715001,0.6934673366834171
T2b_mg_3c,MG Semi-Quant,RF,p2,2,0.7514592556156746,0.8131435006435006,0.7373737373737373
T2b_mg_3c,MG Semi-Quant,RF,p2,3,0.6490080715744432,0.6705376748855011,0.6344086021505376
T2b_mg_3c,MG Semi-Quant,RF,p2,4,0.6034083414913548,0.6040031397174254,0.620253164556962
T2b_mg_3c,MG Semi-Quant,SVM,p2,0,0.6821766706498759,0.6866096866096866,0.7183098591549296
T2b_mg_3c,MG Semi-Quant,SVM,p2,1,0.42846222846222853,0.43002137589697753,0.47738693467336685
T2b_mg_3c,MG Semi-Quant,SVM,p2,2,0.6473057604076641,0.7641570141570142,0.6464646464646465
T2b_mg_3c,MG Semi-Quant,SVM,p2,3,0.5163026551909948,0.5042552857770249,0.5
T2b_mg_3c,MG Semi-Quant,SVM,p2,4,0.6712673718556155,0.6639446601852617,0.6772151898734177
T2b_mg_3c,MG Semi-Quant,PLS-DA,p2,0,0.6673654475170978,0.6837606837606837,0.7136150234741784
T2b_mg_3c,MG Semi-Quant,PLS-DA,p2,1,0.6314921802054155,0.6416427559750597,0.6080402010050251
T2b_mg_3c,MG Semi-Quant,PLS-DA,p2,2,0.7291822208949282,0.8121782496782496,0.702020202020202
T2b_mg_3c,MG Semi-Quant,PLS-DA,p2,3,0.724726867335563,0.7587050630528891,0.7096774193548387
T2b_mg_3c,MG Semi-Quant,PLS-DA,p2,4,0.594506181748208,0.5973174694979205,0.6139240506329114
T3b_mba_3c,MBA Semi-Quant,RF,p2,0,0.6956762102556495,0.6843045577222792,0.6854460093896714
T3b_mba_3c,MBA Semi-Quant,RF,p2,1,0.8403788003738523,0.816666567442008,0.8743718592964824
T3b_mba_3c,MBA Semi-Quant,RF,p2,2,0.8978105907678615,0.9339622641509434,0.8939393939393939
T3b_mba_3c,MBA Semi-Quant,RF,p2,3,0.5547522351646063,0.5763076241134751,0.5483870967741935
T3b_mba_3c,MBA Semi-Quant,RF,p2,4,0.9016042780748664,0.8927554571338184,0.9177215189873418
T3b_mba_3c,MBA Semi-Quant,SVM,p2,0,0.6955381472599699,0.7100372524423157,0.704225352112676
T3b_mba_3c,MBA Semi-Quant,SVM,p2,1,0.8044447952108692,0.8089548269819629,0.8241206030150754
T3b_mba_3c,MBA Semi-Quant,SVM,p2,2,0.7784839530131288,0.7963836477987422,0.7828282828282829
T3b_mba_3c,MBA Semi-Quant,SVM,p2,3,0.5567500132717523,0.6146498226950354,0.5860215053763441
T3b_mba_3c,MBA Semi-Quant,SVM,p2,4,0.7864013266998341,0.8170410207740167,0.7784810126582279
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p2,0,0.7281045751633988,0.7234348272322956,0.7323943661971831
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p2,1,0.778366580033978,0.7919258910870458,0.8492462311557789
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p2,2,0.7409893589211013,0.8067348008385743,0.7323232323232324
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p2,3,0.562780772686433,0.6149822695035462,0.5591397849462365
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p2,4,0.6764044920221871,0.6998840029526522,0.6582278481012658
