Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc,Accuracy
T1_thiram_conc,Thiram Concentration,RF,p4,0,0.7000232783789546,0.6915370446843516,0.7136150234741784
T1_thiram_conc,Thiram Concentration,RF,p4,1,0.5337067227171278,0.6287950180072028,0.5577889447236181
T1_thiram_conc,Thiram Concentration,RF,p4,2,0.6209004442567538,0.6315384615384616,0.6313131313131313
T1_thiram_conc,Thiram Concentration,RF,p4,3,0.727985980841504,0.7997098646034817,0.7795698924731183
T1_thiram_conc,Thiram Concentration,RF,p4,4,0.6610238482318571,0.6429220085470085,0.6455696202531646
T1_thiram_conc,Thiram Concentration,SVM,p4,0,0.5252794622628151,0.5092685452841196,0.5258215962441315
T1_thiram_conc,Thiram Concentration,SVM,p4,1,0.6014619400286177,0.6648654461784714,0.6080402010050251
T1_thiram_conc,Thiram Concentration,SVM,p4,2,0.6956931257752879,0.6818108974358974,0.6818181818181818
T1_thiram_conc,Thiram Concentration,SVM,p4,3,0.6171255812089648,0.6101743615619656,0.6290322580645161
T1_thiram_conc,Thiram Concentration,SVM,p4,4,0.5080959567377223,0.5476343101343102,0.5063291139240507
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,0,0.5698393269996697,0.5903761823294594,0.5727699530516432
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,1,0.582051282051282,0.6065176070428171,0.5326633165829145
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,2,0.5826903673068251,0.6033012820512821,0.601010101010101
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,3,0.81675934308611,0.7960025789813023,0.7849462365591398
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,4,0.6708092643262304,0.6599511599511599,0.6645569620253164
T2_mg_conc,MG Concentration,RF,p4,0,0.5825504688949871,0.5637962255609315,0.5868544600938967
T2_mg_conc,MG Concentration,RF,p4,1,0.658244994877986,0.6573383505987119,0.678391959798995
T2_mg_conc,MG Concentration,RF,p4,2,0.3588022879350201,0.4872104247104247,0.398989898989899
T2_mg_conc,MG Concentration,RF,p4,3,0.4175616500604838,0.4616096207215541,0.4946236559139785
T2_mg_conc,MG Concentration,RF,p4,4,0.5875238124980482,0.5993843210361067,0.5949367088607594
T2_mg_conc,MG Concentration,SVM,p4,0,0.3152991319943374,0.2787433155080214,0.2629107981220657
T2_mg_conc,MG Concentration,SVM,p4,1,0.3145034908452214,0.3546067714730205,0.3517587939698492
T2_mg_conc,MG Concentration,SVM,p4,2,0.3872163308407819,0.4375,0.3181818181818182
T2_mg_conc,MG Concentration,SVM,p4,3,0.361602665024568,0.4123111316682084,0.4516129032258064
T2_mg_conc,MG Concentration,SVM,p4,4,0.3612980505326171,0.4218965855572998,0.3670886075949367
T2_mg_conc,MG Concentration,PLS-DA,p4,0,0.4073092028555649,0.4068450612568259,0.3896713615023474
T2_mg_conc,MG Concentration,PLS-DA,p4,1,0.5837366636516073,0.5920586669941865,0.6130653266331658
T2_mg_conc,MG Concentration,PLS-DA,p4,2,0.473663163633411,0.5261824324324325,0.4393939393939394
T2_mg_conc,MG Concentration,PLS-DA,p4,3,0.3879148806595928,0.4695652173913043,0.4569892473118279
T2_mg_conc,MG Concentration,PLS-DA,p4,4,0.3473084886128364,0.4081946624803767,0.3860759493670886
T3_mba_conc,MBA Concentration,RF,p4,0,0.6255111225213653,0.633529626464409,0.6948356807511737
T3_mba_conc,MBA Concentration,RF,p4,1,0.6163588263588264,0.6091984172154197,0.5577889447236181
T3_mba_conc,MBA Concentration,RF,p4,2,0.5153871145488949,0.5564270421607378,0.5353535353535354
T3_mba_conc,MBA Concentration,RF,p4,3,0.5380672158060336,0.5662234042553191,0.5645161290322581
T3_mba_conc,MBA Concentration,RF,p4,4,0.8951036539189701,0.9095992544268406,0.879746835443038
T3_mba_conc,MBA Concentration,SVM,p4,0,0.3430735032234446,0.3577618131965958,0.3943661971830985
T3_mba_conc,MBA Concentration,SVM,p4,1,0.4079958998113761,0.5067819535607777,0.4221105527638191
T3_mba_conc,MBA Concentration,SVM,p4,2,0.5181442555719792,0.5486166007905139,0.5555555555555556
T3_mba_conc,MBA Concentration,SVM,p4,3,0.3722193711074363,0.3548517085751128,0.3978494623655914
T3_mba_conc,MBA Concentration,SVM,p4,4,0.6194181531367553,0.7324091332712022,0.5379746835443038
T3_mba_conc,MBA Concentration,PLS-DA,p4,0,0.513848726487542,0.4902556706904533,0.5070422535211268
T3_mba_conc,MBA Concentration,PLS-DA,p4,1,0.4464113475177305,0.4753102693056457,0.4422110552763819
T3_mba_conc,MBA Concentration,PLS-DA,p4,2,0.3719257703081232,0.4359230895915678,0.4141414141414141
T3_mba_conc,MBA Concentration,PLS-DA,p4,3,0.3757309941520468,0.3560283687943262,0.4301075268817204
T3_mba_conc,MBA Concentration,PLS-DA,p4,4,0.4181670168067227,0.5402093596059113,0.3924050632911392
T4_thiram_pres,Thiram Presence,RF,p4,0,0.9497641509433964,0.9391254315304948,0.9624413145539906
T4_thiram_pres,Thiram Presence,RF,p4,1,0.7017982017982018,0.7231972789115646,0.7587939698492462
T4_thiram_pres,Thiram Presence,RF,p4,2,0.8969420949902407,0.9254166666666668,0.9191919191919192
T4_thiram_pres,Thiram Presence,RF,p4,3,0.878032786885246,0.8610182088442957,0.8924731182795699
T4_thiram_pres,Thiram Presence,RF,p4,4,0.6590871369294606,0.6639344262295082,0.7531645569620253
T4_thiram_pres,Thiram Presence,SVM,p4,0,0.6789394351231808,0.7239930955120828,0.7136150234741784
T4_thiram_pres,Thiram Presence,SVM,p4,1,0.7831719128329298,0.8250340136054422,0.8190954773869347
T4_thiram_pres,Thiram Presence,SVM,p4,2,0.8304944649446495,0.9033333333333332,0.8535353535353535
T4_thiram_pres,Thiram Presence,SVM,p4,3,0.8214192196910186,0.858974358974359,0.8225806451612904
T4_thiram_pres,Thiram Presence,SVM,p4,4,0.5853698540265704,0.7279143897996356,0.5949367088607594
T4_thiram_pres,Thiram Presence,PLS-DA,p4,0,0.6545396724439497,0.6430379746835443,0.7605633802816901
T4_thiram_pres,Thiram Presence,PLS-DA,p4,1,0.6834767964071856,0.653061224489796,0.8291457286432161
T4_thiram_pres,Thiram Presence,PLS-DA,p4,2,0.7821782178217822,0.77625,0.8434343434343434
T4_thiram_pres,Thiram Presence,PLS-DA,p4,3,0.7394005847953217,0.7439613526570048,0.7526881720430108
T4_thiram_pres,Thiram Presence,PLS-DA,p4,4,0.7386466165413534,0.6944444444444444,0.8607594936708861
T5_mg_pres,MG Presence,RF,p4,0,0.8338927881192147,0.793151642208246,0.892018779342723
T5_mg_pres,MG Presence,RF,p4,1,0.713421658986175,0.6739130434782609,0.8492462311557789
T5_mg_pres,MG Presence,RF,p4,2,0.6963742690058479,0.713055797733217,0.702020202020202
T5_mg_pres,MG Presence,RF,p4,3,0.6172839506172839,0.6,0.8279569892473119
T5_mg_pres,MG Presence,RF,p4,4,0.8562184024266937,0.8269230769230769,0.8860759493670886
T5_mg_pres,MG Presence,SVM,p4,0,0.737037037037037,0.8242487770789657,0.755868544600939
T5_mg_pres,MG Presence,SVM,p4,1,0.560337835948206,0.6126030122193805,0.6030150753768844
T5_mg_pres,MG Presence,SVM,p4,2,0.6515062622758463,0.6945292066259808,0.6515151515151515
T5_mg_pres,MG Presence,SVM,p4,3,0.5687533440342429,0.595890410958904,0.6505376344086021
T5_mg_pres,MG Presence,SVM,p4,4,0.6518847894884429,0.7405660377358491,0.6518987341772152
T5_mg_pres,MG Presence,PLS-DA,p4,0,0.5625205389418337,0.5676100628930818,0.7652582159624414
T5_mg_pres,MG Presence,PLS-DA,p4,1,0.6984514173781277,0.6911764705882353,0.7939698492462312
T5_mg_pres,MG Presence,PLS-DA,p4,2,0.811965811965812,0.7905405405405406,0.8434343434343434
T5_mg_pres,MG Presence,PLS-DA,p4,3,0.7330654420206659,0.7904109589041096,0.7849462365591398
T5_mg_pres,MG Presence,PLS-DA,p4,4,0.6430785395324402,0.635522496371553,0.7278481012658228
T6_mba_pres,MBA Presence,RF,p4,0,0.8584045584045583,0.8676842309935835,0.8685446009389671
T6_mba_pres,MBA Presence,RF,p4,1,0.7810781078107811,0.7537313432835822,0.8341708542713567
T6_mba_pres,MBA Presence,RF,p4,2,0.8237762237762238,0.8570833333333333,0.8585858585858586
T6_mba_pres,MBA Presence,RF,p4,3,0.937244611059044,0.9465023725700292,0.9516129032258064
T6_mba_pres,MBA Presence,RF,p4,4,1.0,1.0,1.0
T6_mba_pres,MBA Presence,SVM,p4,0,0.600261601455869,0.6014485708730313,0.6901408450704225
T6_mba_pres,MBA Presence,SVM,p4,1,0.5078494623655914,0.5118724559023067,0.5376884422110553
T6_mba_pres,MBA Presence,SVM,p4,2,0.7616661534585561,0.8566666666666667,0.7828282828282829
T6_mba_pres,MBA Presence,SVM,p4,3,0.8491271380708869,0.882060309199449,0.8763440860215054
T6_mba_pres,MBA Presence,SVM,p4,4,0.6708860759493671,0.8586956521739131,0.7531645569620253
T6_mba_pres,MBA Presence,PLS-DA,p4,0,0.6863803680981595,0.6756756756756757,0.7746478873239436
T6_mba_pres,MBA Presence,PLS-DA,p4,1,1.0,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p4,2,0.6245216012136676,0.6254166666666667,0.7222222222222222
T6_mba_pres,MBA Presence,PLS-DA,p4,3,0.8185070743210278,0.8010102556252869,0.8709677419354839
T6_mba_pres,MBA Presence,PLS-DA,p4,4,0.6962706651287967,0.6463768115942029,0.9050632911392406
T7_mixture_order,Mixture Complexity,RF,p4,0,0.710384239379681,0.7146665590366285,0.7276995305164319
T7_mixture_order,Mixture Complexity,RF,p4,1,0.5887619445122113,0.6137619690251269,0.7185929648241206
T7_mixture_order,Mixture Complexity,RF,p4,2,0.877614149416475,0.8832291633193012,0.8737373737373737
T7_mixture_order,Mixture Complexity,RF,p4,3,0.7163391072935538,0.7229949874686716,0.7150537634408602
T7_mixture_order,Mixture Complexity,RF,p4,4,0.5547264239028945,0.573249299719888,0.7341772151898734
T7_mixture_order,Mixture Complexity,SVM,p4,0,0.3407779897115774,0.3566228177751008,0.4084507042253521
T7_mixture_order,Mixture Complexity,SVM,p4,1,0.3552784661460715,0.3207698734014523,0.371859296482412
T7_mixture_order,Mixture Complexity,SVM,p4,2,0.6637988496479063,0.7089813832920937,0.6666666666666666
T7_mixture_order,Mixture Complexity,SVM,p4,3,0.5921277322404371,0.6535087719298246,0.5913978494623656
T7_mixture_order,Mixture Complexity,SVM,p4,4,0.3412698412698412,0.2956582633053221,0.3417721518987341
T7_mixture_order,Mixture Complexity,PLS-DA,p4,0,0.4931897887611124,0.5440439710102631,0.6431924882629108
T7_mixture_order,Mixture Complexity,PLS-DA,p4,1,0.4219237552570886,0.4761904761904762,0.5628140703517588
T7_mixture_order,Mixture Complexity,PLS-DA,p4,2,0.739940519250864,0.7329471812504686,0.803030303030303
T7_mixture_order,Mixture Complexity,PLS-DA,p4,3,0.7459132386668618,0.7697994987468672,0.7473118279569892
T7_mixture_order,Mixture Complexity,PLS-DA,p4,4,0.536036036036036,0.5745098039215687,0.7531645569620253
T1b_thiram_3c,Thiram Semi-Quant,RF,p4,0,0.7611647611647611,0.7421654432523997,0.7605633802816901
T1b_thiram_3c,Thiram Semi-Quant,RF,p4,1,0.5742213020473891,0.5803174603174603,0.5628140703517588
T1b_thiram_3c,Thiram Semi-Quant,RF,p4,2,0.6805356199939016,0.7158333333333333,0.6666666666666666
T1b_thiram_3c,Thiram Semi-Quant,RF,p4,3,0.7601417552637065,0.745165411215365,0.7634408602150538
T1b_thiram_3c,Thiram Semi-Quant,RF,p4,4,0.6130340571324847,0.5888888888888889,0.6139240506329114
T1b_thiram_3c,Thiram Semi-Quant,SVM,p4,0,0.5871233557990774,0.6172736683606249,0.5586854460093896
T1b_thiram_3c,Thiram Semi-Quant,SVM,p4,1,0.5660300218167463,0.6018140589569162,0.5577889447236181
T1b_thiram_3c,Thiram Semi-Quant,SVM,p4,2,0.634110115359175,0.7000000000000001,0.6262626262626263
T1b_thiram_3c,Thiram Semi-Quant,SVM,p4,3,0.523129161287056,0.5494427558257345,0.5860215053763441
T1b_thiram_3c,Thiram Semi-Quant,SVM,p4,4,0.5425378476265772,0.6065042875387703,0.5
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p4,0,0.6203891441262155,0.5994706380575946,0.6619718309859155
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p4,1,0.4809749920861031,0.508843537414966,0.5326633165829145
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p4,2,0.6270569292330257,0.6241666666666666,0.6313131313131313
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p4,3,0.7688721357380178,0.771691408601677,0.7741935483870968
T1b_thiram_3c,Thiram Semi-Quant,PLS-DA,p4,4,0.716566660657722,0.671957671957672,0.7784810126582279
T2b_mg_3c,MG Semi-Quant,RF,p4,0,0.6923048216151665,0.6486229819563153,0.7652582159624414
T2b_mg_3c,MG Semi-Quant,RF,p4,1,0.9080613294316876,0.8944976664210268,0.9246231155778895
T2b_mg_3c,MG Semi-Quant,RF,p4,2,0.6555272634854871,0.7582046332046333,0.6363636363636364
T2b_mg_3c,MG Semi-Quant,RF,p4,3,0.6225585750869549,0.620609824957651,0.6774193548387096
T2b_mg_3c,MG Semi-Quant,RF,p4,4,0.7132336018411968,0.706959706959707,0.7215189873417721
T2b_mg_3c,MG Semi-Quant,SVM,p4,0,0.5784804524558623,0.5451092117758785,0.6713615023474179
T2b_mg_3c,MG Semi-Quant,SVM,p4,1,0.5582057907639303,0.5595755133612422,0.6130653266331658
T2b_mg_3c,MG Semi-Quant,SVM,p4,2,0.7135653107739216,0.8023648648648649,0.7424242424242424
T2b_mg_3c,MG Semi-Quant,SVM,p4,3,0.4987654320987654,0.5555555555555555,0.6612903225806451
T2b_mg_3c,MG Semi-Quant,SVM,p4,4,0.48181818181818176,0.5210622710622711,0.5379746835443038
T2b_mg_3c,MG Semi-Quant,PLS-DA,p4,0,0.6024728997289973,0.5631528964862298,0.6901408450704225
T2b_mg_3c,MG Semi-Quant,PLS-DA,p4,1,0.6472861356932152,0.6404981786063333,0.678391959798995
T2b_mg_3c,MG Semi-Quant,PLS-DA,p4,2,0.779237365444262,0.814028314028314,0.7777777777777778
T2b_mg_3c,MG Semi-Quant,PLS-DA,p4,3,0.7017568528464263,0.7541360813099943,0.7258064516129032
T2b_mg_3c,MG Semi-Quant,PLS-DA,p4,4,0.392976693095388,0.4534275248560962,0.47468354430379744
T3b_mba_3c,MBA Semi-Quant,RF,p4,0,0.7831968922736355,0.7854753487664881,0.7793427230046949
T3b_mba_3c,MBA Semi-Quant,RF,p4,1,0.7869642857142857,0.7553238990528014,0.7989949748743719
T3b_mba_3c,MBA Semi-Quant,RF,p4,2,0.6698178292405513,0.7228297122165047,0.6616161616161617
T3b_mba_3c,MBA Semi-Quant,RF,p4,3,0.5897373246665206,0.6145390070921986,0.5645161290322581
T3b_mba_3c,MBA Semi-Quant,RF,p4,4,0.9484098373788351,0.9448486765791416,0.9556962025316456
T3b_mba_3c,MBA Semi-Quant,SVM,p4,0,0.5683188265635074,0.5860151290531038,0.568075117370892
T3b_mba_3c,MBA Semi-Quant,SVM,p4,1,0.6598275109903017,0.6749261272417332,0.6231155778894473
T3b_mba_3c,MBA Semi-Quant,SVM,p4,2,0.8132436634258601,0.8342743472460453,0.8080808080808081
T3b_mba_3c,MBA Semi-Quant,SVM,p4,3,0.5176804008580181,0.5197872340425532,0.510752688172043
T3b_mba_3c,MBA Semi-Quant,SVM,p4,4,0.9445281881217968,0.9586628703996625,0.9493670886075949
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p4,0,0.49630358167363325,0.5081518227087848,0.5258215962441315
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p4,1,0.7830859199280252,0.736102098204629,0.8391959798994975
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p4,2,0.6139322749419854,0.6293000762340385,0.6212121212121212
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p4,3,0.6841406914936327,0.696446513002364,0.6881720430107527
T3b_mba_3c,MBA Semi-Quant,PLS-DA,p4,4,0.6291917870851808,0.6148001687229779,0.8037974683544303
